onset	duration	trial_type	stimulus_name	category_index	image_index	response_time	original_run_number	repetition
0	32	-1	n/a	n/a	n/a	0.0	6	1
32	8	1	n02885462_17642	51	404	0.0	6	1
40	8	1	n02346627_7809	29	232	0.0	6	1
48	8	1	n02236241_5223	27	212	0.0	6	1
56	8	1	n04273569_10766	122	969	0.0	6	1
64	8	2	n04273569_10766	122	969	0.0	6	1
72	8	1	n04070727_13150	107	849	0.0	6	1
80	8	1	n04233124_14573	118	939	0.0	6	1
88	8	2	n04233124_14573	118	939	0.0	6	1
96	8	1	n02472293_34273	35	277	0.0	6	1
104	8	1	n04401680_26778	129	1029	0.0	6	1
112	8	1	n03609235_4455	84	669	0.0	6	1
120	8	1	n12582231_29287	148	1182	0.0	6	1
128	8	1	n04320973_12980	125	994	0.0	6	1
136	8	1	n04255586_1521	120	953	0.0	6	1
144	8	1	n03792782_34550	96	765	0.0	6	1
152	8	1	n02317335_30508	28	223	0.0	6	1
160	8	1	n04412416_10353	132	1049	0.0	6	1
168	8	1	n02439033_11666	33	257	0.0	6	1
176	8	1	n02769748_26776	42	331	0.0	6	1
184	8	1	n04313503_23067	124	990	0.0	6	1
192	8	1	n02508213_5695	39	311	0.0	6	1
200	8	1	n01787835_13122	11	86	0.0	6	1
208	8	1	n02882647_18337	50	395	0.0	6	1
216	8	1	n04168199_9434	114	909	0.0	6	1
224	8	1	n03746005_4914	93	739	0.0	6	1
232	8	1	n04555897_30092	139	1109	0.0	6	1
240	8	1	n02974003_8115	53	422	0.0	6	1
248	8	1	n02843158_5377	49	387	0.0	6	1
256	8	1	n02090827_9305	23	183	0.0	6	1
264	8	1	n03345487_7233	65	519	0.0	6	1
272	8	1	n04497801_6187	138	1101	0.0	6	1
280	8	2	n04497801_6187	138	1101	284.4146497050024	6	1
288	8	1	n03079230_22337	57	452	0.0	6	1
296	8	1	n04146614_3266	112	892	0.0	6	1
304	8	2	n04146614_3266	112	892	308.433738421998	6	1
312	8	1	n07734017_6281	143	1142	0.0	6	1
320	8	1	n04376876_10606	127	1010	0.0	6	1
328	8	1	n01770393_14471	8	59	0.0	6	1
336	8	1	n01645776_9576	3	22	0.0	6	1
344	8	1	n04373894_41541	126	1005	0.0	6	1
352	8	1	n04442441_7198	135	1079	0.0	6	1
360	8	1	n03483823_8150	75	599	0.0	6	1
368	8	1	n04154565_19381	113	902	0.0	6	1
376	8	2	n04154565_19381	113	902	380.04695388099935	6	1
384	8	1	n03445777_8313	72	574	0.0	6	1
392	8	1	n03790512_14883	95	756	0.0	6	1
400	8	1	n02766534_10312	41	321	0.0	6	1
408	8	1	n03063599_2682	56	441	0.0	6	1
416	8	1	n01970164_19716	17	131	0.0	6	1
424	8	1	n01664990_18293	4	28	0.0	6	1
432	8	1	n02005790_7527	18	143	0.0	6	1
440	8	1	n03918737_22699	101	805	0.0	6	1
448	8	1	n11978233_26590	147	1173	0.0	6	1
456	8	1	n03494278_27938	76	602	0.0	6	1
464	8	1	n04113406_5900	110	880	0.0	6	1
472	6	-2	n/a	n/a	n/a	0.0	6	1
