onset	duration	trial_type	stimulus_name	category_index	image_index	response_time	original_run_number
0	32	-1	n/a	n/a	n/a	0.0	27
32	8	1	n02951358_23759	1	21	0.0	27
40	8	1	fillingin008_small_cross_lumi0p3_sat0p7_disconnected	2	66	0.0	27
48	8	1	origImg_181	1	38	0.0	27
56	8	1	abuttingLine006_linespace_1p2_angle_000_vline_pos	2	44	0.0	27
64	8	1	n02439033_9911	1	11	0.0	27
72	8	1	fillingin001_small_unionjack_lumi0p3_sat0p8_connected	2	59	0.0	27
80	8	1	n04252077_10859	1	35	0.0	27
88	8	1	neonVarinImg006_realRect_alpha_0p7_sat_0p3_bgray	2	76	0.0	27
96	8	1	n02882647_18337	1	20	0.0	27
104	8	1	fillingin006_large_unionjack_lumi0p3_sat0p8_uniform	2	64	0.0	27
112	8	1	n03483823_8150	1	29	0.0	27
120	8	1	fillingin003_small_unionjack_lumi0p3_sat0p8_uniform	2	61	0.0	27
128	8	1	n04587559_13463	1	37	0.0	27
136	8	1	neonVarinImg003_Kanizsa_alpha_0p7_sat_0p3_bgray	2	73	0.0	27
144	8	1	n03063599_4177	1	23	0.0	27
152	8	1	neonVarinImg005_realSurf_alpha_0p7_sat_0p3_bgray	2	75	0.0	27
160	8	1	n04210120_9062	1	33	0.0	27
168	8	2	n04210120_9062	1	33	169.62217443599366	27
176	8	1	neonVarinImg004_Disk_alpha_0p7_sat_0p3_bgray	2	74	0.0	27
184	8	2	neonVarinImg004_Disk_alpha_0p7_sat_0p3_bgray	2	74	186.08702917100163	27
192	8	1	n02802215_26105	1	16	0.0	27
200	8	1	abuttingLine018_linespace_6_angle_000_vline_pos	2	56	0.0	27
208	8	1	n03950228_27533	1	31	0.0	27
216	8	1	abuttingLine016_linespace_2p4_angle_090_hline_pos	2	54	0.0	27
224	8	2	abuttingLine016_linespace_2p4_angle_090_hline_pos	2	54	230.4376510779839	27
232	8	1	n01858441_11077	1	3	0.0	27
240	8	1	abuttingLine015_linespace_2p4_angle_090_hline	2	53	0.0	27
248	8	1	n02797295_15411	1	14	0.0	27
256	8	1	abuttingLine002_linespace_1p2_angle_000_045diag_pos	2	40	0.0	27
264	8	1	n03425413_18382	1	25	0.0	27
272	8	1	abuttingLine011_linespace_1p2_angle_090_hline	2	49	0.0	27
280	8	1	n04233124_14971	1	34	0.0	27
288	8	1	abuttingLine004_linespace_1p2_angle_000_135diag_pos	2	42	0.0	27
296	8	1	n02882301_14188	1	19	0.0	27
304	8	1	abuttingLine017_linespace_6_angle_000_vline	2	55	0.0	27
312	8	1	n01621127_19020	1	1	0.0	27
320	8	2	n01621127_19020	1	1	321.6358718650008	27
328	8	1	abuttingLine014_linespace_2p4_angle_000_vline_pos	2	52	0.0	27
336	8	1	n02974003_9408	1	22	0.0	27
344	8	1	fillingin011_large_cross_lumi0p3_sat0p7_disconnected	2	69	0.0	27
352	8	1	n02391049_2286	1	10	0.0	27
360	8	1	fillingin002_small_unionjack_lumi0p3_sat0p8_disconnected	2	60	0.0	27
368	6	-2	n/a	n/a	n/a	0.0	27
