onset	duration	trial_type	stimulus_name	category_index	image_index	response_time	original_run_number
0	32	-1	n/a	n/a	n/a	0.0	35
32	8	1	n02974003_9408	1	22	0.0	35
40	8	1	neonVarinImg006_realRect_alpha_0p7_sat_0p3_bgray	2	76	0.0	35
48	8	1	n03063599_4177	1	23	0.0	35
56	8	1	fillingin008_small_cross_lumi0p3_sat0p7_disconnected	2	66	0.0	35
64	8	1	n02843158_4722	1	18	0.0	35
72	8	1	neonVarinImg002_innerKanizsa_alpha_0p7_sat_0p3_bgray	2	72	0.0	35
80	8	1	origImg_181	1	38	0.0	35
88	8	1	fillingin006_large_unionjack_lumi0p3_sat0p8_uniform	2	64	0.0	35
96	8	1	n02766534_15976	1	13	0.0	35
104	8	1	fillingin001_small_unionjack_lumi0p3_sat0p8_connected	2	59	0.0	35
112	8	1	n02346627_13993	1	8	0.0	35
120	8	1	fillingin007_small_cross_lumi0p3_sat0p7_connected	2	65	0.0	35
128	8	2	fillingin007_small_cross_lumi0p3_sat0p7_connected	2	65	129.63681925402489	35
136	8	1	n02797295_15411	1	14	0.0	35
144	8	1	fillingin009_small_cross_lumi0p3_sat0p7_uniform	2	67	0.0	35
152	8	1	n03335030_10544	1	24	0.0	35
160	8	1	fillingin004_large_unionjack_lumi0p3_sat0p8_connected	2	62	0.0	35
168	8	1	n04233124_14971	1	34	0.0	35
176	8	1	fillingin002_small_unionjack_lumi0p3_sat0p8_disconnected	2	60	0.0	35
184	8	1	n04070727_16664	1	32	0.0	35
192	8	2	n04070727_16664	1	32	193.6355867680104	35
200	8	1	abuttingLine006_linespace_1p2_angle_000_vline_pos	2	44	0.0	35
208	8	1	n02882301_14188	1	19	0.0	35
216	8	1	fillingin011_large_cross_lumi0p3_sat0p7_disconnected	2	69	0.0	35
224	8	2	fillingin011_large_cross_lumi0p3_sat0p7_disconnected	2	69	225.63495584702468	35
232	8	1	n02439033_9911	1	11	0.0	35
240	8	1	abuttingLine015_linespace_2p4_angle_090_hline	2	53	0.0	35
248	8	1	n03743279_13788	1	30	0.0	35
256	8	1	abuttingLine012_linespace_1p2_angle_090_hline_pos	2	50	0.0	35
264	8	1	n01944390_20670	1	5	0.0	35
272	8	1	neonVarinImg001_IllusSurf_alpha_0p7_sat_0p3_bgray	2	71	0.0	35
280	8	1	n02882647_18337	1	20	0.0	35
288	8	2	n02882647_18337	1	20	289.63372808200074	35
296	8	1	fillingin010_large_cross_lumi0p3_sat0p7_connected	2	68	0.0	35
304	8	1	n04252077_10859	1	35	0.0	35
312	8	1	abuttingLine004_linespace_1p2_angle_000_135diag_pos	2	42	0.0	35
320	8	1	n02068974_4884	1	7	0.0	35
328	8	1	neonVarinImg005_realSurf_alpha_0p7_sat_0p3_bgray	2	75	0.0	35
336	8	1	n02391049_2286	1	10	0.0	35
344	8	1	abuttingLine005_linespace_1p2_angle_000_vline	2	43	0.0	35
352	8	1	n02472293_34273	1	12	0.0	35
360	8	1	fillingin003_small_unionjack_lumi0p3_sat0p8_uniform	2	61	0.0	35
368	6	-2	n/a	n/a	n/a	0.0	35
