onset	duration	trial_type	stimulus_name	category_index	image_index	response_time	original_run_number
0	32	-1	n/a	n/a	n/a	0.0	28
32	8	1	n01855672_15767	1	2	0.0	28
40	8	1	abuttingLine017_linespace_6_angle_000_vline	2	55	0.0	28
48	8	1	n03063599_4177	1	23	0.0	28
56	8	1	abuttingLine008_linespace_1p2_angle_090_045diag_pos	2	46	0.0	28
64	8	1	n02766534_15976	1	13	0.0	28
72	8	1	neonVarinImg003_Kanizsa_alpha_0p7_sat_0p3_bgray	2	73	0.0	28
80	8	1	origImg_181	1	38	0.0	28
88	8	1	abuttingLine007_linespace_1p2_angle_090_045diag	2	45	0.0	28
96	8	1	n02346627_13993	1	8	0.0	28
104	8	1	fillingin009_small_cross_lumi0p3_sat0p7_uniform	2	67	0.0	28
112	8	1	n01858441_11077	1	3	0.0	28
120	8	1	fillingin004_large_unionjack_lumi0p3_sat0p8_connected	2	62	0.0	28
128	8	1	n03950228_27533	1	31	0.0	28
136	8	1	abuttingLine004_linespace_1p2_angle_000_135diag_pos	2	42	0.0	28
144	8	2	abuttingLine004_linespace_1p2_angle_000_135diag_pos	2	42	145.6325719489978	28
152	8	1	n02472293_34273	1	12	0.0	28
160	8	1	fillingin005_large_unionjack_lumi0p3_sat0p8_disconnected	2	63	0.0	28
168	8	1	n04297750_25624	1	36	0.0	28
176	8	1	abuttingLine003_linespace_1p2_angle_000_135diag	2	41	0.0	28
184	8	1	n04233124_14971	1	34	0.0	28
192	8	1	abuttingLine019_linespace_6_angle_090_hline	2	57	0.0	28
200	8	1	n02882301_14188	1	19	0.0	28
208	8	1	abuttingLine014_linespace_2p4_angle_000_vline_pos	2	52	0.0	28
216	8	1	n02974003_9408	1	22	0.0	28
224	8	1	abuttingLine005_linespace_1p2_angle_000_vline	2	43	0.0	28
232	8	1	n02951358_23759	1	21	0.0	28
240	8	1	fillingin007_small_cross_lumi0p3_sat0p7_connected	2	65	0.0	28
248	8	2	fillingin007_small_cross_lumi0p3_sat0p7_connected	2	65	249.8654171110029	28
256	8	1	n01621127_19020	1	1	0.0	28
264	8	1	fillingin008_small_cross_lumi0p3_sat0p7_disconnected	2	66	0.0	28
272	8	1	n02068974_4884	1	7	0.0	28
280	8	1	abuttingLine002_linespace_1p2_angle_000_045diag_pos	2	40	0.0	28
288	8	1	n03472535_4645	1	27	0.0	28
296	8	2	n03472535_4645	1	27	297.63362287700147	28
304	8	1	fillingin002_small_unionjack_lumi0p3_sat0p8_disconnected	2	60	0.0	28
312	8	1	n01943899_24131	1	4	0.0	28
320	8	1	neonVarinImg004_Disk_alpha_0p7_sat_0p3_bgray	2	74	0.0	28
328	8	2	neonVarinImg004_Disk_alpha_0p7_sat_0p3_bgray	2	74	329.64000625599874	28
336	8	1	n03425413_18382	1	25	0.0	28
344	8	1	abuttingLine015_linespace_2p4_angle_090_hline	2	53	0.0	28
352	8	1	n02391049_2286	1	10	0.0	28
360	8	1	abuttingLine020_linespace_6_angle_090_hline_pos	2	58	0.0	28
368	6	-2	n/a	n/a	n/a	0.0	28
