onset	duration	trial_type	stimulus_name	category_index	image_index	response_time	original_run_number
0	32	-1	n/a	n/a	n/a	0.0	21
32	8	1	n03483823_7612	1	23	0.0	21
40	8	1	abuttingLine003_linespace_1p2_angle_000_135diag	2	35	0.0	21
48	8	1	n01855672_15767	1	2	0.0	21
56	8	1	fillingin004_large_unionjack_lumi0p3_sat0p8_connected	2	56	0.0	21
64	8	1	n02882301_14188	1	16	0.0	21
72	8	1	fillingin003_small_unionjack_lumi0p3_sat0p8_uniform	2	55	0.0	21
80	8	1	n02841315_35046	1	15	0.0	21
88	8	1	fillingin012_large_cross_lumi0p3_sat0p7_uniform	2	64	0.0	21
96	8	1	n02439033_9911	1	9	0.0	21
104	8	1	abuttingLine007_linespace_1p2_angle_090_045diag	2	39	0.0	21
112	8	1	n03455488_28622	1	22	0.0	21
120	8	1	abuttingLine002_linespace_1p2_angle_000_045diag_pos	2	34	0.0	21
128	8	2	abuttingLine002_linespace_1p2_angle_000_045diag_pos	2	34	129.6316450729937	21
136	8	1	n03425413_18382	1	21	0.0	21
144	8	1	abuttingLine001_linespace_1p2_angle_000_045diag	2	33	0.0	21
152	8	1	n02799175_11275	1	13	0.0	21
160	8	1	abuttingLine020_linespace_6_angle_090_hline_pos	2	52	0.0	21
168	8	1	n03483823_8150	1	24	0.0	21
176	8	1	abuttingLine006_linespace_1p2_angle_000_vline_pos	2	38	0.0	21
184	8	1	n02391049_2286	1	8	0.0	21
192	8	1	abuttingLine010_linespace_1p2_angle_090_135diag_pos	2	42	0.0	21
200	8	1	n01858441_11077	1	3	0.0	21
208	8	1	abuttingLine017_linespace_6_angle_000_vline	2	49	0.0	21
216	8	2	abuttingLine017_linespace_6_angle_000_vline	2	49	217.62987923399487	21
224	8	1	n02797295_15411	1	12	0.0	21
232	8	1	abuttingLine015_linespace_2p4_angle_090_hline	2	47	0.0	21
240	8	1	n01944390_20670	1	5	0.0	21
248	8	2	n01944390_20670	1	5	249.62927235898678	21
256	8	1	abuttingLine005_linespace_1p2_angle_000_vline	2	37	0.0	21
264	8	1	n02005790_9371	1	6	0.0	21
272	8	1	fillingin001_small_unionjack_lumi0p3_sat0p8_connected	2	53	0.0	21
280	8	1	n03063599_4177	1	19	0.0	21
288	8	1	abuttingLine019_linespace_6_angle_090_hline	2	51	0.0	21
296	8	1	n02346627_13993	1	7	0.0	21
304	8	1	fillingin009_small_cross_lumi0p3_sat0p7_uniform	2	61	0.0	21
312	6	-2	n/a	n/a	n/a	0.0	21
