onset	duration	trial_type	stimulus_name	category_index	image_index	response_time	original_run_number
0	32	-1	n/a	n/a	n/a	0.0	23
32	8	1	origImg_181	1	32	0.0	23
40	8	1	abuttingLine015_linespace_2p4_angle_090_hline	2	47	0.0	23
48	8	2	abuttingLine015_linespace_2p4_angle_090_hline	2	47	49.62934119900456	23
56	8	1	n03063599_4177	1	19	0.0	23
64	8	1	fillingin009_small_cross_lumi0p3_sat0p7_uniform	2	61	0.0	23
72	8	1	n01858441_11077	1	3	0.0	23
80	8	1	abuttingLine006_linespace_1p2_angle_000_vline_pos	2	38	0.0	23
88	8	1	n02799175_11275	1	13	0.0	23
96	8	1	fillingin004_large_unionjack_lumi0p3_sat0p8_connected	2	56	0.0	23
104	8	1	n02802215_26105	1	14	0.0	23
112	8	1	abuttingLine011_linespace_1p2_angle_090_hline	2	43	0.0	23
120	8	1	n02391049_2286	1	8	0.0	23
128	8	1	abuttingLine012_linespace_1p2_angle_090_hline_pos	2	44	0.0	23
136	8	1	n03335030_10544	1	20	0.0	23
144	8	1	abuttingLine018_linespace_6_angle_000_vline_pos	2	50	0.0	23
152	8	1	n02797295_15411	1	12	0.0	23
160	8	1	abuttingLine001_linespace_1p2_angle_000_045diag	2	33	0.0	23
168	8	1	n04210120_9062	1	27	0.0	23
176	8	1	fillingin007_small_cross_lumi0p3_sat0p7_connected	2	59	0.0	23
184	8	1	n03483823_8150	1	24	0.0	23
192	8	2	n03483823_8150	1	24	192.79853423200257	23
200	8	1	fillingin003_small_unionjack_lumi0p3_sat0p8_uniform	2	55	0.0	23
208	8	1	n01621127_19020	1	1	0.0	23
216	8	1	fillingin010_large_cross_lumi0p3_sat0p7_connected	2	62	0.0	23
224	8	1	n02841315_35046	1	15	0.0	23
232	8	1	abuttingLine019_linespace_6_angle_090_hline	2	51	0.0	23
240	8	1	n02472293_34273	1	10	0.0	23
248	8	1	abuttingLine020_linespace_6_angle_090_hline_pos	2	52	0.0	23
256	8	2	abuttingLine020_linespace_6_angle_090_hline_pos	2	52	257.6251317020069	23
264	8	1	n02882301_14188	1	16	0.0	23
272	8	1	abuttingLine004_linespace_1p2_angle_000_135diag_pos	2	36	0.0	23
280	8	1	n03455488_28622	1	22	0.0	23
288	8	1	abuttingLine008_linespace_1p2_angle_090_045diag_pos	2	40	0.0	23
296	8	1	n02766534_15976	1	11	302.42448620899813	23
304	8	1	abuttingLine005_linespace_1p2_angle_000_vline	2	37	0.0	23
312	6	-2	n/a	n/a	n/a	0.0	23
