onset	duration	trial_type	stimulus_name	category_index	image_index	response_time	original_run_number
0	32	-1	n/a	n/a	n/a	0.0	30
32	8	1	n02799175_11275	1	13	0.0	30
40	8	1	abuttingLine015_linespace_2p4_angle_090_hline	2	47	0.0	30
48	8	1	n04297750_25624	1	30	0.0	30
56	8	1	fillingin003_small_unionjack_lumi0p3_sat0p8_uniform	2	55	0.0	30
64	8	1	n01943899_24131	1	4	0.0	30
72	8	1	fillingin009_small_cross_lumi0p3_sat0p7_uniform	2	61	0.0	30
80	8	1	n04233124_14971	1	28	0.0	30
88	8	1	abuttingLine005_linespace_1p2_angle_000_vline	2	37	0.0	30
96	8	1	n02802215_26105	1	14	0.0	30
104	8	1	fillingin008_small_cross_lumi0p3_sat0p7_disconnected	2	60	0.0	30
112	8	1	n01621127_19020	1	1	0.0	30
120	8	1	abuttingLine018_linespace_6_angle_000_vline_pos	2	50	0.0	30
128	8	1	n04070727_16664	1	26	0.0	30
136	8	2	n04070727_16664	1	26	137.6219466330076	30
144	8	1	abuttingLine017_linespace_6_angle_000_vline	2	49	0.0	30
152	8	1	n03483823_8150	1	24	0.0	30
160	8	1	fillingin011_large_cross_lumi0p3_sat0p7_disconnected	2	63	0.0	30
168	8	1	n04587559_13463	1	31	0.0	30
176	8	2	n04587559_13463	1	31	176.7591959220008	30
184	8	1	fillingin002_small_unionjack_lumi0p3_sat0p8_disconnected	2	54	0.0	30
192	8	1	n03063599_4177	1	19	0.0	30
200	8	1	abuttingLine001_linespace_1p2_angle_000_045diag	2	33	0.0	30
208	8	1	n04252077_10859	1	29	0.0	30
216	8	1	fillingin001_small_unionjack_lumi0p3_sat0p8_connected	2	53	0.0	30
224	8	1	n02882647_18337	1	17	0.0	30
232	8	1	abuttingLine003_linespace_1p2_angle_000_135diag	2	35	0.0	30
240	8	1	n01944390_20670	1	5	0.0	30
248	8	1	abuttingLine008_linespace_1p2_angle_090_045diag_pos	2	40	0.0	30
256	8	1	origImg_181	1	32	0.0	30
264	8	2	origImg_181	1	32	268.83609687400167	30
272	8	1	abuttingLine009_linespace_1p2_angle_090_135diag	2	41	0.0	30
280	8	1	n02439033_9911	1	9	0.0	30
288	8	1	abuttingLine007_linespace_1p2_angle_090_045diag	2	39	0.0	30
296	8	1	n02472293_34273	1	10	0.0	30
304	8	1	abuttingLine006_linespace_1p2_angle_000_vline_pos	2	38	0.0	30
312	6	-2	n/a	n/a	n/a	0.0	30
