onset	duration	trial_type	stimulus_name	category_index	image_index	response_time	original_run_number
0	32	-1	n/a	n/a	n/a	0.0	10
32	8	1	n01944390_20670	1	5	0.0	10
40	8	1	abuttingLine004_linespace_1p2_angle_000_135diag_pos	2	36	0.0	10
48	8	1	n02391049_2286	1	8	0.0	10
56	8	1	fillingin011_large_cross_lumi0p3_sat0p7_disconnected	2	63	0.0	10
64	8	1	n04587559_13463	1	31	0.0	10
72	8	2	n04587559_13463	1	31	73.62238159700064	10
80	8	1	fillingin007_small_cross_lumi0p3_sat0p7_connected	2	59	0.0	10
88	8	1	n02951358_23759	1	18	0.0	10
96	8	1	abuttingLine017_linespace_6_angle_000_vline	2	49	0.0	10
104	8	1	n02802215_26105	1	14	0.0	10
112	8	1	abuttingLine002_linespace_1p2_angle_000_045diag_pos	2	34	0.0	10
120	8	1	n02439033_9911	1	9	0.0	10
128	8	1	abuttingLine003_linespace_1p2_angle_000_135diag	2	35	0.0	10
136	8	1	n03063599_4177	1	19	0.0	10
144	8	1	abuttingLine006_linespace_1p2_angle_000_vline_pos	2	38	0.0	10
152	8	1	n01858441_11077	1	3	0.0	10
160	8	1	abuttingLine020_linespace_6_angle_090_hline_pos	2	52	0.0	10
168	8	1	n03335030_10544	1	20	0.0	10
176	8	2	n03335030_10544	1	20	177.63683073599532	10
184	8	1	fillingin002_small_unionjack_lumi0p3_sat0p8_disconnected	2	54	0.0	10
192	8	1	n03425413_18382	1	21	0.0	10
200	8	1	abuttingLine011_linespace_1p2_angle_090_hline	2	43	0.0	10
208	8	2	abuttingLine011_linespace_1p2_angle_090_hline	2	43	208.7860027239949	10
216	8	1	n04070727_16664	1	26	0.0	10
224	8	1	fillingin004_large_unionjack_lumi0p3_sat0p8_connected	2	56	0.0	10
232	8	1	n04297750_25624	1	30	0.0	10
240	8	1	fillingin003_small_unionjack_lumi0p3_sat0p8_uniform	2	55	0.0	10
248	8	1	n02799175_11275	1	13	0.0	10
256	8	1	abuttingLine005_linespace_1p2_angle_000_vline	2	37	0.0	10
264	8	1	n04233124_14971	1	28	0.0	10
272	8	1	fillingin006_large_unionjack_lumi0p3_sat0p8_uniform	2	58	0.0	10
280	8	1	n01855672_15767	1	2	0.0	10
288	8	1	abuttingLine001_linespace_1p2_angle_000_045diag	2	33	0.0	10
296	8	1	n02346627_13993	1	7	0.0	10
304	8	1	fillingin008_small_cross_lumi0p3_sat0p7_disconnected	2	60	0.0	10
312	6	-2	n/a	n/a	n/a	0.0	10
