onset	duration	trial_type	stimulus_name	category_index	image_index	response_time
0	32	-1	n/a	n/a	n/a	0.000000
32	8	1	water_moderate_004_new	9	804	0.000000
40	8	2	water_moderate_004_new	9	804	41.025707
48	8	1	glass_object_042_new	3	292	0.000000
56	8	1	foliage_final_058_new	2	158	0.000000
64	8	1	metal_object_014_new	5	464	0.000000
72	8	1	plastic_object_005_new	7	655	0.000000
80	8	1	wood_object_045_new	10	995	0.000000
88	8	1	fabric_moderate_036_new	1	36	0.000000
96	8	2	fabric_moderate_036_new	1	36	97.024649
104	8	1	metal_object_003_new	5	453	0.000000
112	8	1	fabric_object_008_new	1	58	0.000000
120	8	1	paper_object_040_new	6	590	0.000000
128	8	1	glass_moderate_003_new	3	203	0.000000
136	8	1	leather_moderate_010_new	4	310	0.000000
144	8	1	foliage_final_044_new	2	144	0.000000
152	8	1	stone_object_001_new	8	751	0.000000
160	8	1	fabric_moderate_050_new	1	50	0.000000
168	8	1	plastic_object_003_new	7	653	0.000000
176	8	1	foliage_final_061_new	2	161	0.000000
184	8	1	leather_moderate_015_new	4	315	0.000000
192	8	1	glass_object_045_new	3	295	0.000000
200	8	1	leather_moderate_025_new	4	325	0.000000
208	8	1	plastic_object_032_new	7	682	0.000000
216	8	1	foliage_final_096_new	2	196	0.000000
224	8	1	metal_moderate_029_new	5	429	0.000000
232	8	1	water_moderate_013_new	9	813	0.000000
240	8	1	stone_moderate_007_new	8	707	0.000000
248	8	1	paper_object_028_new	6	578	0.000000
256	8	1	stone_moderate_011_new	8	711	0.000000
264	8	1	fabric_moderate_045_new	1	45	0.000000
272	8	1	metal_moderate_003_new	5	403	0.000000
280	8	1	plastic_object_022_new	7	672	0.000000
288	8	1	wood_moderate_048_new	10	948	0.000000
296	8	1	leather_moderate_039_new	4	339	0.000000
304	8	1	foliage_final_018_new	2	118	0.000000
312	8	1	glass_object_005_new	3	255	0.000000
320	8	1	wood_moderate_006_new	10	906	0.000000
328	8	1	water_moderate_010_new	9	810	0.000000
336	8	1	wood_moderate_047_new	10	947	0.000000
344	8	2	wood_moderate_047_new	10	947	345.318745
352	8	1	leather_object_028_new	4	378	0.000000
360	8	1	paper_object_043_new	6	593	0.000000
368	8	1	fabric_moderate_014_new	1	14	0.000000
376	8	1	water_object_041_new	9	891	0.000000
384	8	1	glass_moderate_046_new	3	246	0.000000
392	8	1	water_object_003_new	9	853	0.000000
400	8	1	metal_moderate_024_new	5	424	0.000000
408	8	2	metal_moderate_024_new	5	424	409.035409
416	8	1	wood_moderate_015_new	10	915	0.000000
424	8	1	paper_moderate_038_new	6	538	0.000000
432	8	1	plastic_moderate_013_new	7	613	0.000000
440	8	1	stone_object_017_new	8	767	0.000000
448	8	1	stone_moderate_001_new	8	701	0.000000
456	8	1	paper_object_041_new	6	591	0.000000
464	8	2	paper_object_041_new	6	591	465.299453
472	6	-2	n/a	n/a	n/a	0.000000
