onset	duration	trial_type	stimulus_name	category_index	image_index	response_time	original_run_number
0	32	-1	n/a	n/a	n/a	0.0	2
32	8	1	n02802215_26105	1	16	0.0	2
40	8	2	n02802215_26105	1	16	41.6325347420061	2
48	8	1	abuttingLine013_linespace_2p4_angle_000_vline	2	51	0.0	2
56	8	1	n02882647_18337	1	20	0.0	2
64	8	1	abuttingLine020_linespace_6_angle_090_hline_pos	2	58	0.0	2
72	8	1	n04070727_16664	1	32	0.0	2
80	8	1	fillingin004_large_unionjack_lumi0p3_sat0p8_connected	2	62	0.0	2
88	8	1	n03455488_28622	1	26	0.0	2
96	8	1	abuttingLine016_linespace_2p4_angle_090_hline_pos	2	54	0.0	2
104	8	2	abuttingLine016_linespace_2p4_angle_090_hline_pos	2	54	105.64497216709424	2
112	8	1	n02974003_9408	1	22	0.0	2
120	8	1	neonVarinImg004_Disk_alpha_0p7_sat_0p3_bgray	2	74	0.0	2
128	8	1	n02951358_23759	1	21	0.0	2
136	8	1	abuttingLine005_linespace_1p2_angle_000_vline	2	43	0.0	2
144	8	1	origImg_181	1	38	0.0	2
152	8	1	abuttingLine010_linespace_1p2_angle_090_135diag_pos	2	48	0.0	2
160	8	1	n02797295_15411	1	14	0.0	2
168	8	1	abuttingLine009_linespace_1p2_angle_090_135diag	2	47	0.0	2
176	8	1	n02391049_2286	1	10	0.0	2
184	8	1	fillingin001_small_unionjack_lumi0p3_sat0p8_connected	2	59	0.0	2
192	8	1	n03950228_27533	1	31	0.0	2
200	8	1	abuttingLine006_linespace_1p2_angle_000_vline_pos	2	44	0.0	2
208	8	1	n02843158_4722	1	18	0.0	2
216	8	1	abuttingLine018_linespace_6_angle_000_vline_pos	2	56	0.0	2
224	8	1	n02766534_15976	1	13	0.0	2
232	8	1	abuttingLine007_linespace_1p2_angle_090_045diag	2	45	0.0	2
240	8	1	n02882301_14188	1	19	0.0	2
248	8	1	abuttingLine001_linespace_1p2_angle_000_045diag	2	39	0.0	2
256	8	1	n04233124_14971	1	34	0.0	2
264	8	2	n04233124_14971	1	34	265.6437014529947	2
272	8	1	fillingin010_large_cross_lumi0p3_sat0p7_connected	2	68	0.0	2
280	8	1	n02346627_13993	1	8	0.0	2
288	8	1	fillingin008_small_cross_lumi0p3_sat0p7_disconnected	2	66	0.0	2
296	8	1	n01943899_24131	1	4	0.0	2
304	8	1	fillingin002_small_unionjack_lumi0p3_sat0p8_disconnected	2	60	0.0	2
312	8	1	n02799175_11275	1	15	0.0	2
320	8	1	fillingin012_large_cross_lumi0p3_sat0p7_uniform	2	70	0.0	2
328	8	1	n01944390_20670	1	5	0.0	2
336	8	2	n01944390_20670	1	5	337.6375862300629	2
344	8	1	fillingin003_small_unionjack_lumi0p3_sat0p8_uniform	2	61	0.0	2
352	8	1	n02068974_4884	1	7	0.0	2
360	8	1	abuttingLine014_linespace_2p4_angle_000_vline_pos	2	52	0.0	2
368	6	-2	n/a	n/a	n/a	0.0	2
