onset	duration	trial_type	stimulus_name	category_index	image_index	response_time	original_run_number
0	32	-1	n/a	n/a	n/a	0.0	12
32	8	1	n04210120_9062	1	27	0.0	12
40	8	1	abuttingLine015_linespace_2p4_angle_090_hline	2	47	0.0	12
48	8	1	n03425413_18382	1	21	0.0	12
56	8	1	abuttingLine009_linespace_1p2_angle_090_135diag	2	41	0.0	12
64	8	1	n02882301_14188	1	16	0.0	12
72	8	2	n02882301_14188	1	16	73.62997118200292	12
80	8	1	fillingin009_small_cross_lumi0p3_sat0p7_uniform	2	61	0.0	12
88	8	1	n03950228_27533	1	25	0.0	12
96	8	2	n03950228_27533	1	25	0.0	12
104	8	1	abuttingLine004_linespace_1p2_angle_000_135diag_pos	2	36	0.0	12
112	8	1	n03335030_10544	1	20	0.0	12
120	8	1	abuttingLine001_linespace_1p2_angle_000_045diag	2	33	0.0	12
128	8	1	n04587559_13463	1	31	0.0	12
136	8	1	fillingin010_large_cross_lumi0p3_sat0p7_connected	2	62	0.0	12
144	8	1	n03063599_4177	1	19	0.0	12
152	8	1	fillingin003_small_unionjack_lumi0p3_sat0p8_uniform	2	55	0.0	12
160	8	1	n04233124_14971	1	28	0.0	12
168	8	1	fillingin011_large_cross_lumi0p3_sat0p7_disconnected	2	63	0.0	12
176	8	1	n01944390_20670	1	5	0.0	12
184	8	2	n01944390_20670	1	5	185.627808440011	12
192	8	1	abuttingLine012_linespace_1p2_angle_090_hline_pos	2	44	0.0	12
200	8	1	n02882647_18337	1	17	0.0	12
208	8	1	fillingin005_large_unionjack_lumi0p3_sat0p8_disconnected	2	57	0.0	12
216	8	1	n04297750_25624	1	30	0.0	12
224	8	1	fillingin006_large_unionjack_lumi0p3_sat0p8_uniform	2	58	0.0	12
232	8	1	n01621127_19020	1	1	0.0	12
240	8	1	abuttingLine006_linespace_1p2_angle_000_vline_pos	2	38	0.0	12
248	8	1	n01855672_15767	1	2	0.0	12
256	8	1	abuttingLine003_linespace_1p2_angle_000_135diag	2	35	0.0	12
264	8	1	n02472293_34273	1	10	0.0	12
272	8	1	fillingin002_small_unionjack_lumi0p3_sat0p8_disconnected	2	54	0.0	12
280	8	1	n01943899_24131	1	4	0.0	12
288	8	1	abuttingLine011_linespace_1p2_angle_090_hline	2	43	0.0	12
296	8	1	n04252077_10859	1	29	0.0	12
304	8	1	abuttingLine005_linespace_1p2_angle_000_vline	2	37	0.0	12
312	6	-2	n/a	n/a	n/a	0.0	12
