onset	duration	trial_type	stimulus_name	category_index	image_index	response_time	original_run_number
0	32	-1	n/a	n/a	n/a	0.0	16
32	8	1	n02439033_9911	1	9	0.0	16
40	8	1	fillingin006_large_unionjack_lumi0p3_sat0p8_uniform	2	58	0.0	16
48	8	1	n02841315_35046	1	15	0.0	16
56	8	1	fillingin005_large_unionjack_lumi0p3_sat0p8_disconnected	2	57	0.0	16
64	8	1	n02346627_13993	1	7	0.0	16
72	8	1	abuttingLine015_linespace_2p4_angle_090_hline	2	47	0.0	16
80	8	1	n04210120_9062	1	27	0.0	16
88	8	2	n04210120_9062	1	27	89.62205759900098	16
96	8	1	fillingin010_large_cross_lumi0p3_sat0p7_connected	2	62	0.0	16
104	8	1	n03335030_10544	1	20	0.0	16
112	8	1	abuttingLine002_linespace_1p2_angle_000_045diag_pos	2	34	0.0	16
120	8	1	n02802215_26105	1	14	0.0	16
128	8	1	abuttingLine007_linespace_1p2_angle_090_045diag	2	39	0.0	16
136	8	2	abuttingLine007_linespace_1p2_angle_090_045diag	2	39	137.62111766698945	16
144	8	1	n04297750_25624	1	30	0.0	16
152	8	1	abuttingLine003_linespace_1p2_angle_000_135diag	2	35	0.0	16
160	8	1	n03425413_18382	1	21	0.0	16
168	8	1	abuttingLine005_linespace_1p2_angle_000_vline	2	37	0.0	16
176	8	1	n01855672_15767	1	2	0.0	16
184	8	1	abuttingLine013_linespace_2p4_angle_000_vline	2	45	0.0	16
192	8	1	n01943899_24131	1	4	0.0	16
200	8	1	fillingin009_small_cross_lumi0p3_sat0p7_uniform	2	61	0.0	16
208	8	2	fillingin009_small_cross_lumi0p3_sat0p7_uniform	2	61	209.63645780298975	16
216	8	1	n03950228_27533	1	25	0.0	16
224	8	1	fillingin002_small_unionjack_lumi0p3_sat0p8_disconnected	2	54	0.0	16
232	8	1	n04070727_16664	1	26	0.0	16
240	8	1	abuttingLine001_linespace_1p2_angle_000_045diag	2	33	0.0	16
248	8	1	n02766534_15976	1	11	0.0	16
256	8	1	abuttingLine016_linespace_2p4_angle_090_hline_pos	2	48	0.0	16
264	8	1	n02472293_34273	1	10	0.0	16
272	8	1	fillingin008_small_cross_lumi0p3_sat0p7_disconnected	2	60	0.0	16
280	8	1	n01621127_19020	1	1	0.0	16
288	8	1	abuttingLine020_linespace_6_angle_090_hline_pos	2	52	0.0	16
296	8	1	origImg_181	1	32	0.0	16
304	8	1	fillingin007_small_cross_lumi0p3_sat0p7_connected	2	59	0.0	16
312	6	-2	n/a	n/a	n/a	0.0	16
