onset	duration	trial_type	stimulus_name	category_index	image_index	response_time	original_run_number	repetition
0	32	-1	n/a	n/a	n/a	0.0	20	2
32	8	1	n02374451_14233	26	203	0.0	20	2
40	8	2	n02374451_14233	26	203	41.048298323999916	20	2
48	8	1	n04225987_6877	113	903	0.0	20	2
56	8	1	n04373894_31776	122	972	0.0	20	2
64	8	1	n01944390_21065	12	96	0.0	20	2
72	8	1	n04591713_1761	137	1089	0.0	20	2
80	8	1	n04442312_15619	130	1036	0.0	20	2
88	8	1	n04123740_7009	107	855	0.0	20	2
96	8	1	n03746005_4198	89	706	0.0	20	2
104	8	1	n01664990_19129	4	29	0.0	20	2
112	8	1	n03436182_1660	67	532	0.0	20	2
120	8	1	n01833805_12464	9	68	0.0	20	2
128	8	2	n01833805_12464	9	68	129.05254205600068	20	2
136	8	1	n01768244_10258	7	49	0.0	20	2
144	8	1	n03445777_9793	68	544	0.0	20	2
152	8	2	n03445777_9793	68	544	153.04637739999998	20	2
160	8	1	n03743279_15645	88	700	0.0	20	2
168	8	1	n04168199_9434	110	877	0.0	20	2
176	8	1	n02346627_5663	25	199	0.0	20	2
184	8	1	n02439033_4722	29	229	0.0	20	2
192	8	1	n02445715_17475	30	237	0.0	20	2
200	8	1	n03607659_1968	79	626	0.0	20	2
208	8	1	n03924679_5901	98	781	0.0	20	2
216	8	1	n11978233_26590	143	1141	0.0	20	2
224	8	1	n02317335_30508	24	191	0.0	20	2
232	8	1	n02769748_52896	38	304	0.0	20	2
240	8	1	n02882647_7150	46	368	0.0	20	2
248	8	1	n03837869_4261	95	754	0.0	20	2
256	8	1	n03085013_23800	54	429	0.0	20	2
264	8	1	n03397947_8954	64	511	0.0	20	2
272	8	1	n07734744_6691	140	1118	0.0	20	2
280	8	1	n02084071_34874	19	152	0.0	20	2
288	8	1	n01697457_1293	148	1177	0.0	20	2
296	8	1	n03255030_1413	58	458	0.0	20	2
304	8	1	n03425413_20974	66	525	0.0	20	2
312	8	1	n02391049_2286	27	210	0.0	20	2
320	8	1	n04255586_1521	116	921	0.0	20	2
328	8	2	n04255586_1521	116	921	329.09445606400004	20	2
336	8	1	n07734017_2386	139	1108	0.0	20	2
344	8	1	n03602883_10003	78	617	0.0	20	2
352	8	1	n02131653_5107	21	166	0.0	20	2
360	8	1	n04113406_19025	106	843	0.0	20	2
368	8	1	n04612026_10008	138	1097	0.0	20	2
376	8	1	n01855672_13449	10	74	0.0	20	2
384	8	1	n04442441_4452	131	1043	0.0	20	2
392	8	1	n04009552_12894	101	802	0.0	20	2
400	8	1	n03886762_14788	96	764	0.0	20	2
408	8	1	n04398044_10533	124	985	0.0	20	2
416	8	1	n03721384_22007	87	691	0.0	20	2
424	8	1	n04090263_10441	105	833	0.0	20	2
432	8	2	n04090263_10441	105	833	433.1350849089995	20	2
440	8	1	n02508213_10059	35	273	0.0	20	2
448	8	1	n03496296_14333	73	581	0.0	20	2
456	8	1	n04419073_7644	129	1031	0.0	20	2
464	8	1	n03063599_2682	52	409	0.0	20	2
472	6	-2	n/a	n/a	n/a	0.0	20	2
