onset	duration	trial_type	stimulus_name	category_index	image_index	response_time	train	test
0	32	-1	n/a	n/a	n/a	0.0	1	0
32	8	1	leather_moderate_028_new	4	328	0.0	1	0
40	8	1	stone_object_034_new	8	784	0.0	1	0
48	8	2	stone_object_034_new	8	784	49.02920377999544	1	0
56	8	1	metal_moderate_029_new	5	429	0.0	1	0
64	8	1	plastic_moderate_043_new	7	643	0.0	1	0
72	8	1	fabric_moderate_001_new	1	1	0.0	1	0
80	8	1	plastic_object_014_new	7	664	0.0	1	0
88	8	2	plastic_object_014_new	7	664	89.02573906211182	1	0
96	8	1	water_moderate_045_new	9	845	0.0	1	0
104	8	1	metal_moderate_034_new	5	434	0.0	1	0
112	8	1	paper_object_014_new	6	564	0.0	1	0
120	8	1	water_object_021_new	9	871	0.0	1	0
128	8	1	metal_object_027_new	5	477	0.0	1	0
136	8	1	leather_object_028_new	4	378	0.0	1	0
144	8	1	foliage_final_089_new	2	189	0.0	1	0
152	8	1	leather_moderate_031_new	4	331	0.0	1	0
160	8	1	plastic_object_041_new	7	691	0.0	1	0
168	8	1	foliage_final_054_new	2	154	0.0	1	0
176	8	1	water_object_049_new	9	899	0.0	1	0
184	8	1	stone_moderate_048_new	8	748	0.0	1	0
192	8	1	glass_moderate_020_new	3	220	0.0	1	0
200	8	1	plastic_object_030_new	7	680	0.0	1	0
208	8	1	wood_object_002_new	10	952	0.0	1	0
216	8	1	water_moderate_015_new	9	815	0.0	1	0
224	8	1	metal_object_019_new	5	469	0.0	1	0
232	8	1	glass_object_041_new	3	291	0.0	1	0
240	8	1	paper_object_004_new	6	554	0.0	1	0
248	8	1	leather_object_038_new	4	388	0.0	1	0
256	8	1	glass_moderate_021_new	3	221	0.0	1	0
264	8	1	paper_moderate_048_new	6	548	0.0	1	0
272	8	1	foliage_final_053_new	2	153	0.0	1	0
280	8	1	stone_moderate_009_new	8	709	0.0	1	0
288	8	1	leather_object_034_new	4	384	0.0	1	0
296	8	1	glass_moderate_032_new	3	232	0.0	1	0
304	8	2	glass_moderate_032_new	3	232	305.0325380540453	1	0
312	8	1	fabric_moderate_007_new	1	7	0.0	1	0
320	8	1	plastic_moderate_002_new	7	602	0.0	1	0
328	8	1	glass_moderate_029_new	3	229	0.0	1	0
336	8	1	fabric_object_019_new	1	69	0.0	1	0
344	8	1	wood_object_043_new	10	993	0.0	1	0
352	8	1	paper_object_035_new	6	585	0.0	1	0
360	8	1	fabric_object_014_new	1	64	0.0	1	0
368	8	1	paper_moderate_008_new	6	508	0.0	1	0
376	8	1	metal_moderate_032_new	5	432	0.0	1	0
384	8	1	foliage_final_006_new	2	106	0.0	1	0
392	8	1	fabric_moderate_049_new	1	49	0.0	1	0
400	8	2	fabric_moderate_049_new	1	49	401.0263291951269	1	0
408	8	1	stone_moderate_014_new	8	714	0.0	1	0
416	8	1	stone_moderate_006_new	8	706	0.0	1	0
424	8	2	stone_moderate_006_new	8	706	425.02695183223113	1	0
432	8	1	wood_moderate_008_new	10	908	0.0	1	0
440	8	1	wood_object_048_new	10	998	0.0	1	0
448	8	1	foliage_final_084_new	2	184	0.0	1	0
456	8	1	wood_object_050_new	10	1000	0.0	1	0
464	8	1	water_object_020_new	9	870	0.0	1	0
472	6	-2	n/a	n/a	n/a	0.0	1	0
