onset	duration	trial_type	stimulus_name	category_index	image_index	response_time	train	test
0	32	-1	n/a	n/a	n/a	0.0	1	0
32	8	1	stone_moderate_034_new	8	734	0.0	1	0
40	8	1	leather_object_026_new	4	376	0.0	1	0
48	8	1	fabric_object_036_new	1	86	0.0	1	0
56	8	1	paper_moderate_006_new	6	506	0.0	1	0
64	8	2	paper_moderate_006_new	6	506	65.02865965804085	1	0
72	8	1	plastic_object_010_new	7	660	0.0	1	0
80	8	1	leather_moderate_040_new	4	340	0.0	1	0
88	8	1	water_object_009_new	9	859	0.0	1	0
96	8	1	foliage_final_040_new	2	140	0.0	1	0
104	8	1	wood_moderate_007_new	10	907	0.0	1	0
112	8	1	water_object_040_new	9	890	0.0	1	0
120	8	1	foliage_final_099_new	2	199	0.0	1	0
128	8	1	foliage_final_050_new	2	150	0.0	1	0
136	8	1	glass_moderate_036_new	3	236	0.0	1	0
144	8	1	leather_object_041_new	4	391	0.0	1	0
152	8	1	glass_object_016_new	3	266	0.0	1	0
160	8	1	paper_object_048_new	6	598	0.0	1	0
168	8	1	glass_moderate_024_new	3	224	0.0	1	0
176	8	1	foliage_final_013_new	2	113	0.0	1	0
184	8	2	foliage_final_013_new	2	113	185.02355386083946	1	0
192	8	1	metal_moderate_017_new	5	417	0.0	1	0
200	8	1	fabric_moderate_045_new	1	45	0.0	1	0
208	8	1	wood_object_040_new	10	990	0.0	1	0
216	8	1	paper_object_039_new	6	589	0.0	1	0
224	8	1	stone_object_013_new	8	763	0.0	1	0
232	8	1	glass_object_037_new	3	287	0.0	1	0
240	8	1	foliage_final_058_new	2	158	0.0	1	0
248	8	1	fabric_object_007_new	1	57	0.0	1	0
256	8	1	stone_object_035_new	8	785	0.0	1	0
264	8	2	stone_object_035_new	8	785	265.03443958610296	1	0
272	8	1	fabric_object_009_new	1	59	0.0	1	0
280	8	1	plastic_object_012_new	7	662	0.0	1	0
288	8	1	wood_object_042_new	10	992	0.0	1	0
296	8	1	glass_moderate_023_new	3	223	0.0	1	0
304	8	1	metal_moderate_005_new	5	405	0.0	1	0
312	8	2	metal_moderate_005_new	5	405	313.0327857439406	1	0
320	8	1	plastic_object_048_new	7	698	0.0	1	0
328	8	2	plastic_object_048_new	7	698	329.0326446951367	1	0
336	8	1	wood_object_047_new	10	997	0.0	1	0
344	8	1	paper_moderate_020_new	6	520	0.0	1	0
352	8	1	water_object_027_new	9	877	0.0	1	0
360	8	1	wood_moderate_022_new	10	922	0.0	1	0
368	8	1	stone_object_003_new	8	753	0.0	1	0
376	8	1	water_moderate_046_new	9	846	0.0	1	0
384	8	1	water_moderate_011_new	9	811	0.0	1	0
392	8	1	leather_moderate_034_new	4	334	0.0	1	0
400	8	1	plastic_moderate_003_new	7	603	0.0	1	0
408	8	1	plastic_object_015_new	7	665	0.0	1	0
416	8	1	fabric_object_040_new	1	90	0.0	1	0
424	8	1	leather_moderate_048_new	4	348	0.0	1	0
432	8	1	metal_object_011_new	5	461	0.0	1	0
440	8	1	metal_moderate_010_new	5	410	0.0	1	0
448	8	1	stone_object_041_new	8	791	0.0	1	0
456	8	1	paper_object_028_new	6	578	0.0	1	0
464	8	1	metal_object_034_new	5	484	0.0	1	0
472	6	-2	n/a	n/a	n/a	0.0	1	0
