onset	duration	trial_type	stimulus_name	category_index	image_index	response_time
0	32	-1	n/a	n/a	n/a	0.000000
32	8	1	COCO_val2014_000000030657	1	52	0.000000
40	8	1	COCO_val2014_000000138838	1	243	0.000000
48	8	1	COCO_val2014_000000240393	1	428	0.000000
56	8	1	COCO_val2014_000000467249	1	798	0.000000
64	8	1	COCO_val2014_000000226988	1	406	0.000000
72	8	1	COCO_val2014_000000263463	1	462	0.000000
80	8	1	COCO_val2014_000000173004	1	300	0.000000
88	8	1	COCO_val2014_000000165713	1	284	0.000000
96	8	1	COCO_val2014_000000301201	1	535	0.000000
104	8	2	COCO_val2014_000000301201	1	535	105.029193
112	8	1	COCO_val2014_000000340559	1	599	0.000000
120	8	1	COCO_val2014_000000463134	1	786	0.000000
128	8	1	COCO_val2014_000000040686	1	67	0.000000
136	8	1	COCO_val2014_000000417596	1	721	0.000000
144	8	1	COCO_val2014_000000212226	1	376	0.000000
152	8	1	COCO_val2014_000000294451	1	520	0.000000
160	8	1	COCO_val2014_000000291833	1	512	0.000000
168	8	1	COCO_val2014_000000259824	1	454	0.000000
176	8	1	COCO_val2014_000000093959	1	160	0.000000
184	8	2	COCO_val2014_000000093959	1	160	185.027612
192	8	1	COCO_val2014_000000310391	1	549	0.000000
200	8	1	COCO_val2014_000000063715	1	114	0.000000
208	8	1	COCO_val2014_000000219589	1	392	0.000000
216	8	2	COCO_val2014_000000219589	1	392	217.026975
224	8	1	COCO_val2014_000000258998	1	451	0.000000
232	8	1	COCO_val2014_000000011796	1	21	0.000000
240	8	1	COCO_val2014_000000372384	1	641	0.000000
248	8	1	COCO_val2014_000000213280	1	379	0.000000
256	8	1	COCO_val2014_000000307034	1	545	0.000000
264	8	1	COCO_val2014_000000513574	1	858	0.000000
272	8	1	COCO_val2014_000000449466	1	763	0.000000
280	8	1	COCO_val2014_000000524621	1	877	0.000000
288	8	1	COCO_val2014_000000311567	1	550	0.000000
296	8	1	COCO_val2014_000000313162	1	555	0.000000
304	8	1	COCO_val2014_000000399516	1	686	0.000000
312	8	1	COCO_val2014_000000065333	1	117	0.000000
320	8	1	COCO_val2014_000000394474	1	678	0.000000
328	8	1	COCO_val2014_000000575403	1	982	0.000000
336	8	2	COCO_val2014_000000575403	1	982	337.024614
344	8	1	COCO_val2014_000000281809	1	496	0.000000
352	8	1	COCO_val2014_000000400489	1	690	0.000000
360	8	1	COCO_val2014_000000409098	1	707	0.000000
368	8	1	COCO_val2014_000000005599	1	12	0.000000
376	8	1	COCO_val2014_000000440123	1	754	0.000000
384	8	1	COCO_val2014_000000291588	1	511	0.000000
392	8	1	COCO_val2014_000000163012	1	278	0.000000
400	8	1	COCO_val2014_000000492349	1	837	0.000000
408	8	1	COCO_val2014_000000567208	1	964	0.000000
416	8	1	COCO_val2014_000000251798	1	437	0.000000
424	8	1	COCO_val2014_000000216254	1	382	0.000000
432	8	1	COCO_val2014_000000208955	1	367	0.000000
440	8	1	COCO_val2014_000000405223	1	701	0.000000
448	8	2	COCO_val2014_000000405223	1	701	449.022418
456	8	1	COCO_val2014_000000361103	1	629	0.000000
464	8	1	COCO_val2014_000000293733	1	516	0.000000
472	6	-2	n/a	n/a	n/a	0.000000
