onset	duration	trial_type	stimulus_name	category_index	image_index	response_time	original_run_number
0	32	-1	n/a	n/a	n/a	0.0	29
32	8	1	n01855672_15767	1	2	0.0	29
40	8	1	abuttingLine012_linespace_1p2_angle_090_hline_pos	2	44	0.0	29
48	8	1	n02841315_35046	1	15	0.0	29
56	8	1	fillingin012_large_cross_lumi0p3_sat0p7_uniform	2	64	0.0	29
64	8	1	n02766534_15976	1	11	0.0	29
72	8	1	fillingin005_large_unionjack_lumi0p3_sat0p8_disconnected	2	57	0.0	29
80	8	2	fillingin005_large_unionjack_lumi0p3_sat0p8_disconnected	2	57	81.63361838800483	29
88	8	1	n03425413_18382	1	21	0.0	29
96	8	1	abuttingLine010_linespace_1p2_angle_090_135diag_pos	2	42	0.0	29
104	8	1	n03483823_7612	1	23	0.0	29
112	8	1	fillingin004_large_unionjack_lumi0p3_sat0p8_connected	2	56	0.0	29
120	8	1	n04210120_9062	1	27	0.0	29
128	8	1	abuttingLine019_linespace_6_angle_090_hline	2	51	0.0	29
136	8	2	abuttingLine019_linespace_6_angle_090_hline	2	51	137.63252771900443	29
144	8	1	n03950228_27533	1	25	0.0	29
152	8	1	abuttingLine002_linespace_1p2_angle_000_045diag_pos	2	34	0.0	29
160	8	1	n02951358_23759	1	18	0.0	29
168	8	1	abuttingLine020_linespace_6_angle_090_hline_pos	2	52	0.0	29
176	8	1	n01858441_11077	1	3	0.0	29
184	8	1	abuttingLine016_linespace_2p4_angle_090_hline_pos	2	48	0.0	29
192	8	1	n02346627_13993	1	7	0.0	29
200	8	1	abuttingLine004_linespace_1p2_angle_000_135diag_pos	2	36	0.0	29
208	8	1	n02391049_2286	1	8	0.0	29
216	8	1	abuttingLine011_linespace_1p2_angle_090_hline	2	43	0.0	29
224	8	1	n03455488_28622	1	22	0.0	29
232	8	1	fillingin010_large_cross_lumi0p3_sat0p7_connected	2	62	0.0	29
240	8	1	n02882301_14188	1	16	0.0	29
248	8	1	fillingin007_small_cross_lumi0p3_sat0p7_connected	2	59	0.0	29
256	8	1	n03335030_10544	1	20	0.0	29
264	8	1	abuttingLine013_linespace_2p4_angle_000_vline	2	45	0.0	29
272	8	2	abuttingLine013_linespace_2p4_angle_000_vline	2	45	272.78460909800197	29
280	8	1	n02005790_9371	1	6	0.0	29
288	8	1	fillingin006_large_unionjack_lumi0p3_sat0p8_uniform	2	58	0.0	29
296	8	1	n02797295_15411	1	12	0.0	29
304	8	1	abuttingLine014_linespace_2p4_angle_000_vline_pos	2	46	0.0	29
312	6	-2	n/a	n/a	n/a	0.0	29
