onset	duration	trial_type	stimulus_name	category_index	image_index	response_time
0	32	-1	n/a	n/a	n/a	0.000000
32	8	1	metal_moderate_040_new	5	440	0.000000
40	8	1	stone_object_003_new	8	753	0.000000
48	8	1	glass_moderate_040_new	3	240	0.000000
56	8	1	plastic_object_014_new	7	664	0.000000
64	8	1	fabric_moderate_026_new	1	26	0.000000
72	8	1	metal_object_020_new	5	470	0.000000
80	8	1	paper_object_010_new	6	560	0.000000
88	8	1	fabric_object_002_new	1	52	0.000000
96	8	1	wood_object_029_new	10	979	0.000000
104	8	1	wood_object_044_new	10	994	0.000000
112	8	1	stone_moderate_004_new	8	704	0.000000
120	8	1	wood_moderate_031_new	10	931	0.000000
128	8	2	wood_moderate_031_new	10	931	129.025482
136	8	1	foliage_final_040_new	2	140	0.000000
144	8	1	fabric_moderate_049_new	1	49	0.000000
152	8	1	leather_object_017_new	4	367	0.000000
160	8	1	glass_moderate_017_new	3	217	0.000000
168	8	2	glass_moderate_017_new	3	217	170.024747
176	8	1	water_moderate_049_new	9	849	0.000000
184	8	1	leather_object_001_new	4	351	0.000000
192	8	1	glass_object_050_new	3	300	0.000000
200	8	1	glass_moderate_048_new	3	248	0.000000
208	8	1	paper_moderate_003_new	6	503	0.000000
216	8	1	plastic_object_050_new	7	700	0.000000
224	8	1	stone_moderate_036_new	8	736	0.000000
232	8	1	water_object_042_new	9	892	0.000000
240	8	1	fabric_object_038_new	1	88	0.000000
248	8	1	plastic_moderate_049_new	7	649	0.000000
256	8	1	metal_object_024_new	5	474	0.000000
264	8	1	foliage_final_038_new	2	138	0.000000
272	8	1	water_moderate_047_new	9	847	0.000000
280	8	1	wood_moderate_010_new	10	910	0.000000
288	8	1	metal_object_007_new	5	457	0.000000
296	8	1	stone_moderate_015_new	8	715	0.000000
304	8	1	leather_object_025_new	4	375	0.000000
312	8	1	leather_moderate_029_new	4	329	0.000000
320	8	1	paper_moderate_031_new	6	531	0.000000
328	8	2	paper_moderate_031_new	6	531	329.021636
336	8	1	paper_moderate_013_new	6	513	0.000000
344	8	1	foliage_final_021_new	2	121	0.000000
352	8	1	metal_moderate_049_new	5	449	0.000000
360	8	2	metal_moderate_049_new	5	449	361.037685
368	8	1	plastic_object_025_new	7	675	0.000000
376	8	1	foliage_final_023_new	2	123	0.000000
384	8	1	paper_object_019_new	6	569	0.000000
392	8	1	water_moderate_048_new	9	848	0.000000
400	8	1	plastic_object_028_new	7	678	0.000000
408	8	1	stone_object_032_new	8	782	0.000000
416	8	1	wood_moderate_041_new	10	941	0.000000
424	8	1	foliage_final_027_new	2	127	0.000000
432	8	1	glass_moderate_033_new	3	233	0.000000
440	8	1	leather_object_019_new	4	369	0.000000
448	8	1	fabric_moderate_023_new	1	23	0.000000
456	8	2	fabric_moderate_023_new	1	23	0.000000
464	8	1	water_moderate_029_new	9	829	0.000000
472	6	-2	n/a	n/a	n/a	0.000000
