onset	duration	trial_type	stimulus_name	category_index	image_index	response_time	original_run_number
0	32	-1	n/a	n/a	n/a	0.0	22
32	8	1	n03950228_27533	1	31	0.0	22
40	8	1	fillingin010_large_cross_lumi0p3_sat0p7_connected	2	68	0.0	22
48	8	1	n02974003_9408	1	22	0.0	22
56	8	1	abuttingLine012_linespace_1p2_angle_090_hline_pos	2	50	0.0	22
64	8	2	abuttingLine012_linespace_1p2_angle_090_hline_pos	2	50	65.63582338797278	22
72	8	1	n02799175_11275	1	15	0.0	22
80	8	2	n02799175_11275	1	15	81.63550576899434	22
88	8	1	fillingin002_small_unionjack_lumi0p3_sat0p8_disconnected	2	60	0.0	22
96	8	1	n03472535_4645	1	27	0.0	22
104	8	1	abuttingLine008_linespace_1p2_angle_090_045diag_pos	2	46	0.0	22
112	8	1	n01621127_19020	1	1	0.0	22
120	8	1	fillingin012_large_cross_lumi0p3_sat0p7_uniform	2	70	0.0	22
128	8	1	n02797295_15411	1	14	0.0	22
136	8	2	n02797295_15411	1	14	137.6344003219856	22
144	8	1	abuttingLine010_linespace_1p2_angle_090_135diag_pos	2	48	0.0	22
152	8	1	n02951358_23759	1	21	0.0	22
160	8	1	abuttingLine003_linespace_1p2_angle_000_135diag	2	41	0.0	22
168	8	1	n02843158_4722	1	18	0.0	22
176	8	1	fillingin001_small_unionjack_lumi0p3_sat0p8_connected	2	59	0.0	22
184	8	1	n02841315_35046	1	17	0.0	22
192	8	1	abuttingLine005_linespace_1p2_angle_000_vline	2	43	0.0	22
200	8	1	n04252077_10859	1	35	0.0	22
208	8	1	abuttingLine015_linespace_2p4_angle_090_hline	2	53	0.0	22
216	8	1	n03483823_7612	1	28	0.0	22
224	8	1	abuttingLine013_linespace_2p4_angle_000_vline	2	51	0.0	22
232	8	1	n02439033_9911	1	11	0.0	22
240	8	1	abuttingLine011_linespace_1p2_angle_090_hline	2	49	0.0	22
248	8	1	n01943899_24131	1	4	0.0	22
256	8	1	fillingin007_small_cross_lumi0p3_sat0p7_connected	2	65	0.0	22
264	8	1	n03425413_18382	1	25	0.0	22
272	8	2	n03425413_18382	1	25	273.631754697999	22
280	8	1	neonVarinImg003_Kanizsa_alpha_0p7_sat_0p3_bgray	2	73	0.0	22
288	8	1	n02882301_14188	1	19	0.0	22
296	8	1	fillingin003_small_unionjack_lumi0p3_sat0p8_uniform	2	61	0.0	22
304	8	1	n04233124_14971	1	34	0.0	22
312	8	1	abuttingLine001_linespace_1p2_angle_000_045diag	2	39	0.0	22
320	8	1	n02346627_13993	1	8	0.0	22
328	8	1	abuttingLine017_linespace_6_angle_000_vline	2	55	0.0	22
336	8	1	n04210120_9062	1	33	0.0	22
344	8	1	abuttingLine002_linespace_1p2_angle_000_045diag_pos	2	40	0.0	22
352	8	1	n01944390_20670	1	5	0.0	22
360	8	1	abuttingLine016_linespace_2p4_angle_090_hline_pos	2	54	0.0	22
368	6	-2	n/a	n/a	n/a	0.0	22
