onset	duration	trial_type	stimulus_name	category_index	image_index	response_time	train	test
0	32	-1	n/a	n/a	n/a	0.0	1	0
32	8	1	foliage_final_069_new	2	169	0.0	1	0
40	8	1	stone_object_043_new	8	793	0.0	1	0
48	8	1	stone_moderate_040_new	8	740	0.0	1	0
56	8	1	foliage_final_045_new	2	145	0.0	1	0
64	8	2	foliage_final_045_new	2	145	65.03479870804586	1	0
72	8	1	foliage_final_064_new	2	164	0.0	1	0
80	8	1	water_object_050_new	9	900	0.0	1	0
88	8	1	leather_object_001_new	4	351	0.0	1	0
96	8	1	fabric_moderate_018_new	1	18	0.0	1	0
104	8	2	fabric_moderate_018_new	1	18	105.02965819090605	1	0
112	8	1	foliage_final_039_new	2	139	0.0	1	0
120	8	1	wood_object_049_new	10	999	0.0	1	0
128	8	1	stone_moderate_012_new	8	712	0.0	1	0
136	8	1	metal_object_038_new	5	488	0.0	1	0
144	8	1	stone_moderate_039_new	8	739	0.0	1	0
152	8	1	leather_object_030_new	4	380	0.0	1	0
160	8	1	glass_object_033_new	3	283	0.0	1	0
168	8	1	plastic_moderate_006_new	7	606	0.0	1	0
176	8	1	plastic_object_030_new	7	680	0.0	1	0
184	8	1	stone_moderate_043_new	8	743	0.0	1	0
192	8	1	fabric_object_006_new	1	56	0.0	1	0
200	8	2	fabric_object_006_new	1	56	201.04416790697724	1	0
208	8	1	metal_moderate_010_new	5	410	0.0	1	0
216	8	1	wood_moderate_032_new	10	932	0.0	1	0
224	8	1	wood_moderate_019_new	10	919	0.0	1	0
232	8	1	foliage_final_063_new	2	163	0.0	1	0
240	8	1	leather_object_040_new	4	390	0.0	1	0
248	8	1	paper_object_049_new	6	599	0.0	1	0
256	8	1	plastic_object_034_new	7	684	0.0	1	0
264	8	1	water_object_003_new	9	853	0.0	1	0
272	8	1	water_moderate_007_new	9	807	0.0	1	0
280	8	1	leather_object_023_new	4	373	0.0	1	0
288	8	1	leather_moderate_011_new	4	311	0.0	1	0
296	8	1	fabric_object_036_new	1	86	0.0	1	0
304	8	1	fabric_object_040_new	1	90	0.0	1	0
312	8	1	water_object_024_new	9	874	0.0	1	0
320	8	1	paper_object_040_new	6	590	0.0	1	0
328	8	1	metal_object_040_new	5	490	0.0	1	0
336	8	1	paper_object_034_new	6	584	0.0	1	0
344	8	1	glass_moderate_018_new	3	218	0.0	1	0
352	8	1	glass_moderate_029_new	3	229	0.0	1	0
360	8	1	paper_object_030_new	6	580	0.0	1	0
368	8	1	glass_moderate_016_new	3	216	0.0	1	0
376	8	1	paper_object_042_new	6	592	0.0	1	0
384	8	2	paper_object_042_new	6	592	385.0346144810319	1	0
392	8	1	wood_object_021_new	10	971	0.0	1	0
400	8	1	plastic_object_035_new	7	685	0.0	1	0
408	8	1	glass_moderate_009_new	3	209	0.0	1	0
416	8	1	metal_moderate_020_new	5	420	0.0	1	0
424	8	1	wood_moderate_028_new	10	928	0.0	1	0
432	8	1	water_moderate_018_new	9	818	0.0	1	0
440	8	1	plastic_object_039_new	7	689	0.0	1	0
448	8	1	metal_object_022_new	5	472	0.0	1	0
456	8	2	metal_object_022_new	5	472	457.03101248899475	1	0
464	8	1	fabric_object_022_new	1	72	0.0	1	0
472	6	-2	n/a	n/a	n/a	0.0	1	0
