onset	duration	trial_type	stimulus_name	category_index	image_index	response_time	train	test
0	32	-1	n/a	n/a	n/a	0.0	1	0
32	8	1	foliage_final_031_new	2	131	0.0	1	0
40	8	1	leather_object_041_new	4	391	0.0	1	0
48	8	1	plastic_object_002_new	7	652	0.0	1	0
56	8	1	paper_moderate_021_new	6	521	0.0	1	0
64	8	1	stone_object_040_new	8	790	0.0	1	0
72	8	2	stone_object_040_new	8	790	73.03787669097073	1	0
80	8	1	paper_moderate_024_new	6	524	0.0	1	0
88	8	1	water_object_002_new	9	852	0.0	1	0
96	8	1	foliage_final_041_new	2	141	0.0	1	0
104	8	1	fabric_moderate_010_new	1	10	0.0	1	0
112	8	1	metal_object_030_new	5	480	0.0	1	0
120	8	1	wood_object_036_new	10	986	0.0	1	0
128	8	1	metal_moderate_002_new	5	402	0.0	1	0
136	8	1	wood_object_045_new	10	995	0.0	1	0
144	8	1	water_object_013_new	9	863	0.0	1	0
152	8	1	foliage_final_071_new	2	171	0.0	1	0
160	8	1	glass_moderate_027_new	3	227	0.0	1	0
168	8	1	glass_moderate_039_new	3	239	0.0	1	0
176	8	1	plastic_moderate_029_new	7	629	0.0	1	0
184	8	1	wood_moderate_049_new	10	949	0.0	1	0
192	8	1	stone_object_026_new	8	776	0.0	1	0
200	8	1	stone_object_025_new	8	775	0.0	1	0
208	8	1	plastic_moderate_049_new	7	649	0.0	1	0
216	8	2	plastic_moderate_049_new	7	649	217.0296808378771	1	0
224	8	1	leather_moderate_027_new	4	327	0.0	1	0
232	8	1	glass_moderate_048_new	3	248	0.0	1	0
240	8	1	paper_moderate_046_new	6	546	0.0	1	0
248	8	1	water_object_027_new	9	877	0.0	1	0
256	8	1	fabric_object_003_new	1	53	0.0	1	0
264	8	1	fabric_object_028_new	1	78	0.0	1	0
272	8	1	paper_moderate_030_new	6	530	0.0	1	0
280	8	1	water_moderate_002_new	9	802	0.0	1	0
288	8	1	metal_moderate_050_new	5	450	0.0	1	0
296	8	1	glass_object_007_new	3	257	0.0	1	0
304	8	1	plastic_moderate_048_new	7	648	0.0	1	0
312	8	1	leather_object_044_new	4	394	0.0	1	0
320	8	2	leather_object_044_new	4	394	321.04150155582465	1	0
328	8	1	plastic_moderate_023_new	7	623	0.0	1	0
336	8	1	metal_object_020_new	5	470	0.0	1	0
344	8	1	water_object_031_new	9	881	0.0	1	0
352	8	1	glass_object_030_new	3	280	0.0	1	0
360	8	1	paper_moderate_009_new	6	509	0.0	1	0
368	8	1	wood_object_038_new	10	988	0.0	1	0
376	8	2	wood_object_038_new	10	988	377.038829596946	1	0
384	8	1	foliage_final_055_new	2	155	0.0	1	0
392	8	1	leather_moderate_017_new	4	317	0.0	1	0
400	8	2	leather_moderate_017_new	4	317	401.0370310470462	1	0
408	8	1	fabric_moderate_029_new	1	29	0.0	1	0
416	8	1	metal_moderate_013_new	5	413	0.0	1	0
424	8	1	stone_moderate_035_new	8	735	0.0	1	0
432	8	1	fabric_moderate_013_new	1	13	0.0	1	0
440	8	1	leather_moderate_041_new	4	341	0.0	1	0
448	8	1	stone_moderate_033_new	8	733	0.0	1	0
456	8	1	wood_moderate_045_new	10	945	0.0	1	0
464	8	1	foliage_final_083_new	2	183	0.0	1	0
472	6	-2	n/a	n/a	n/a	0.0	1	0
