onset	duration	trial_type	stimulus_name	category_index	image_index	response_time	train	test
0	32	-1	n/a	n/a	n/a	0.0	1	0
32	8	1	glass_moderate_023_new	3	223	0.0	1	0
40	8	1	stone_moderate_021_new	8	721	0.0	1	0
48	8	1	water_moderate_025_new	9	825	0.0	1	0
56	8	1	plastic_object_048_new	7	698	0.0	1	0
64	8	1	stone_object_008_new	8	758	0.0	1	0
72	8	1	foliage_final_032_new	2	132	0.0	1	0
80	8	1	metal_object_050_new	5	500	0.0	1	0
88	8	1	metal_moderate_004_new	5	404	0.0	1	0
96	8	1	wood_object_047_new	10	997	0.0	1	0
104	8	1	water_moderate_029_new	9	829	0.0	1	0
112	8	1	leather_moderate_005_new	4	305	0.0	1	0
120	8	1	glass_object_027_new	3	277	0.0	1	0
128	8	1	leather_moderate_035_new	4	335	0.0	1	0
136	8	1	metal_object_021_new	5	471	0.0	1	0
144	8	1	glass_object_015_new	3	265	0.0	1	0
152	8	1	foliage_final_100_new	2	200	0.0	1	0
160	8	1	water_object_010_new	9	860	0.0	1	0
168	8	1	plastic_object_006_new	7	656	0.0	1	0
176	8	2	plastic_object_006_new	7	656	177.04326437111013	1	0
184	8	1	stone_moderate_010_new	8	710	0.0	1	0
192	8	1	wood_moderate_048_new	10	948	0.0	1	0
200	8	1	leather_moderate_012_new	4	312	0.0	1	0
208	8	1	plastic_moderate_050_new	7	650	0.0	1	0
216	8	1	foliage_final_030_new	2	130	0.0	1	0
224	8	1	glass_moderate_036_new	3	236	0.0	1	0
232	8	1	foliage_final_040_new	2	140	0.0	1	0
240	8	1	plastic_moderate_033_new	7	633	0.0	1	0
248	8	1	paper_moderate_003_new	6	503	0.0	1	0
256	8	2	paper_moderate_003_new	6	503	257.04001340898685	1	0
264	8	1	paper_object_008_new	6	558	0.0	1	0
272	8	1	paper_moderate_016_new	6	516	0.0	1	0
280	8	1	stone_object_005_new	8	755	0.0	1	0
288	8	1	stone_object_006_new	8	756	0.0	1	0
296	8	1	paper_object_013_new	6	563	0.0	1	0
304	8	1	water_moderate_016_new	9	816	0.0	1	0
312	8	1	fabric_moderate_011_new	1	11	0.0	1	0
320	8	1	wood_object_004_new	10	954	0.0	1	0
328	8	1	metal_object_041_new	5	491	0.0	1	0
336	8	1	fabric_object_027_new	1	77	0.0	1	0
344	8	1	leather_moderate_006_new	4	306	0.0	1	0
352	8	1	fabric_object_030_new	1	80	0.0	1	0
360	8	1	wood_moderate_040_new	10	940	0.0	1	0
368	8	2	wood_moderate_040_new	10	940	369.03470408404246	1	0
376	8	1	paper_moderate_042_new	6	542	0.0	1	0
384	8	1	leather_object_043_new	4	393	0.0	1	0
392	8	1	plastic_object_010_new	7	660	0.0	1	0
400	8	2	plastic_object_010_new	7	660	401.0322922091	1	0
408	8	1	fabric_object_023_new	1	73	0.0	1	0
416	8	1	foliage_final_073_new	2	173	0.0	1	0
424	8	1	wood_moderate_031_new	10	931	0.0	1	0
432	8	1	water_moderate_032_new	9	832	0.0	1	0
440	8	1	glass_moderate_026_new	3	226	0.0	1	0
448	8	1	metal_moderate_036_new	5	436	0.0	1	0
456	8	2	metal_moderate_036_new	5	436	457.03068132302724	1	0
464	8	1	fabric_moderate_028_new	1	28	0.0	1	0
472	6	-2	n/a	n/a	n/a	0.0	1	0
