onset	duration	trial_type	stimulus_name	category_index	image_index	response_time	train	test
0	32	-1	n/a	n/a	n/a	0.0	1	0
32	8	1	leather_object_014_new	4	364	0.0	1	0
40	8	1	metal_object_025_new	5	475	0.0	1	0
48	8	1	metal_object_047_new	5	497	0.0	1	0
56	8	1	water_moderate_024_new	9	824	0.0	1	0
64	8	1	leather_object_033_new	4	383	0.0	1	0
72	8	1	leather_object_046_new	4	396	0.0	1	0
80	8	2	leather_object_046_new	4	396	81.03496214793995	1	0
88	8	1	stone_object_045_new	8	795	0.0	1	0
96	8	1	plastic_moderate_004_new	7	604	0.0	1	0
104	8	1	fabric_moderate_002_new	1	2	0.0	1	0
112	8	1	metal_object_027_new	5	477	0.0	1	0
120	8	1	plastic_moderate_026_new	7	626	0.0	1	0
128	8	1	plastic_moderate_024_new	7	624	0.0	1	0
136	8	1	fabric_moderate_014_new	1	14	0.0	1	0
144	8	1	leather_moderate_014_new	4	314	0.0	1	0
152	8	1	wood_object_005_new	10	955	0.0	1	0
160	8	1	plastic_object_049_new	7	699	0.0	1	0
168	8	1	wood_moderate_009_new	10	909	0.0	1	0
176	8	1	glass_object_017_new	3	267	0.0	1	0
184	8	2	glass_object_017_new	3	267	185.02948968415149	1	0
192	8	1	stone_object_047_new	8	797	0.0	1	0
200	8	1	fabric_moderate_016_new	1	16	0.0	1	0
208	8	1	glass_object_037_new	3	287	0.0	1	0
216	8	1	wood_moderate_010_new	10	910	0.0	1	0
224	8	1	water_object_040_new	9	890	0.0	1	0
232	8	2	water_object_040_new	9	890	233.04271900397725	1	0
240	8	1	plastic_object_011_new	7	661	0.0	1	0
248	8	1	stone_object_050_new	8	800	0.0	1	0
256	8	1	water_object_001_new	9	851	0.0	1	0
264	8	1	paper_object_027_new	6	577	0.0	1	0
272	8	1	fabric_moderate_035_new	1	35	0.0	1	0
280	8	1	stone_moderate_008_new	8	708	0.0	1	0
288	8	1	glass_moderate_011_new	3	211	0.0	1	0
296	8	1	paper_object_028_new	6	578	0.0	1	0
304	8	1	paper_object_050_new	6	600	0.0	1	0
312	8	1	foliage_final_057_new	2	157	0.0	1	0
320	8	1	glass_object_042_new	3	292	0.0	1	0
328	8	1	water_moderate_005_new	9	805	0.0	1	0
336	8	1	paper_moderate_032_new	6	532	0.0	1	0
344	8	1	foliage_final_095_new	2	195	0.0	1	0
352	8	1	fabric_moderate_034_new	1	34	0.0	1	0
360	8	1	wood_moderate_023_new	10	923	0.0	1	0
368	8	2	wood_moderate_023_new	10	923	369.036647091154	1	0
376	8	1	wood_object_046_new	10	996	0.0	1	0
384	8	1	foliage_final_078_new	2	178	0.0	1	0
392	8	1	leather_object_018_new	4	368	0.0	1	0
400	8	1	paper_object_017_new	6	567	0.0	1	0
408	8	1	water_moderate_043_new	9	843	0.0	1	0
416	8	1	glass_moderate_022_new	3	222	0.0	1	0
424	8	2	glass_moderate_022_new	3	222	425.0333664470818	1	0
432	8	1	foliage_final_082_new	2	182	0.0	1	0
440	8	1	stone_object_018_new	8	768	0.0	1	0
448	8	1	foliage_final_049_new	2	149	0.0	1	0
456	8	1	metal_object_019_new	5	469	0.0	1	0
464	8	1	metal_moderate_042_new	5	442	0.0	1	0
472	6	-2	n/a	n/a	n/a	0.0	1	0
