onset	duration	trial_type	stimulus_name	category_index	image_index	response_time	original_run_number
0	32	-1	n/a	n/a	n/a	0.0	29
32	8	1	n04233124_14971	1	34	0.0	29
40	8	1	fillingin001_small_unionjack_lumi0p3_sat0p8_connected	2	59	0.0	29
48	8	1	origImg_181	1	38	0.0	29
56	8	1	neonVarinImg001_IllusSurf_alpha_0p7_sat_0p3_bgray	2	71	0.0	29
64	8	1	n02882301_14188	1	19	0.0	29
72	8	1	abuttingLine020_linespace_6_angle_090_hline_pos	2	58	0.0	29
80	8	1	n03483823_8150	1	29	0.0	29
88	8	2	n03483823_8150	1	29	91.24645907899685	29
96	8	1	abuttingLine016_linespace_2p4_angle_090_hline_pos	2	54	0.0	29
104	8	1	n03483823_7612	1	28	0.0	29
112	8	1	fillingin011_large_cross_lumi0p3_sat0p7_disconnected	2	69	0.0	29
120	8	1	n02346627_13993	1	8	0.0	29
128	8	1	abuttingLine014_linespace_2p4_angle_000_vline_pos	2	52	0.0	29
136	8	1	n02374451_17284	1	9	0.0	29
144	8	1	abuttingLine010_linespace_1p2_angle_090_135diag_pos	2	48	0.0	29
152	8	2	abuttingLine010_linespace_1p2_angle_090_135diag_pos	2	48	153.63995220699871	29
160	8	1	n03743279_13788	1	30	0.0	29
168	8	1	fillingin005_large_unionjack_lumi0p3_sat0p8_disconnected	2	63	0.0	29
176	8	1	n02005790_9371	1	6	0.0	29
184	8	1	abuttingLine015_linespace_2p4_angle_090_hline	2	53	0.0	29
192	8	1	n03335030_10544	1	24	0.0	29
200	8	1	abuttingLine018_linespace_6_angle_000_vline_pos	2	56	0.0	29
208	8	1	n02974003_9408	1	22	0.0	29
216	8	1	fillingin007_small_cross_lumi0p3_sat0p7_connected	2	65	0.0	29
224	8	1	n02472293_34273	1	12	0.0	29
232	8	1	abuttingLine004_linespace_1p2_angle_000_135diag_pos	2	42	0.0	29
240	8	1	n03472535_4645	1	27	0.0	29
248	8	1	abuttingLine009_linespace_1p2_angle_090_135diag	2	47	0.0	29
256	8	1	n03455488_28622	1	26	0.0	29
264	8	1	abuttingLine005_linespace_1p2_angle_000_vline	2	43	0.0	29
272	8	1	n02843158_4722	1	18	0.0	29
280	8	2	n02843158_4722	1	18	281.652054745995	29
288	8	1	fillingin004_large_unionjack_lumi0p3_sat0p8_connected	2	62	0.0	29
296	8	1	n02439033_9911	1	11	0.0	29
304	8	1	fillingin006_large_unionjack_lumi0p3_sat0p8_uniform	2	64	0.0	29
312	8	1	n02802215_26105	1	16	0.0	29
320	8	1	abuttingLine001_linespace_1p2_angle_000_045diag	2	39	0.0	29
328	8	2	abuttingLine001_linespace_1p2_angle_000_045diag	2	39	329.653033812996	29
336	8	1	n02799175_11275	1	15	0.0	29
344	8	1	fillingin012_large_cross_lumi0p3_sat0p7_uniform	2	70	0.0	29
352	8	1	n02841315_35046	1	17	0.0	29
360	8	1	neonVarinImg003_Kanizsa_alpha_0p7_sat_0p3_bgray	2	73	0.0	29
368	6	-2	n/a	n/a	n/a	0.0	29
