onset	duration	trial_type	stimulus_name	category_index	image_index	response_time	original_run_number	repetition
0	32	-1	n/a	n/a	n/a	0.0	4	1
32	8	1	n02317335_17604	24	187	0.0	4	1
40	8	1	n12582231_24598	144	1148	0.0	4	1
48	8	1	n03815615_5104	94	750	0.0	4	1
56	8	2	n03815615_5104	94	750	57.02746321700033	4	1
64	8	1	n04442441_6478	131	1046	0.0	4	1
72	8	1	n04180888_1515	111	882	0.0	4	1
80	8	1	n02346627_2234	25	198	0.0	4	1
88	8	1	n01639765_22407	2	9	0.0	4	1
96	8	1	n02090827_10084	20	153	0.0	4	1
104	8	1	n02800213_15518	40	315	0.0	4	1
112	8	1	n03790512_41520	91	728	0.0	4	1
120	8	1	n02005790_10287	15	113	0.0	4	1
128	8	1	n04254680_1247	115	916	0.0	4	1
136	8	1	n04320973_10759	121	961	0.0	4	1
144	8	1	n03602883_22505	78	623	0.0	4	1
152	8	1	n01855672_11785	10	73	0.0	4	1
160	8	1	n03665924_52000	86	686	0.0	4	1
168	8	1	n02054036_5709	16	126	0.0	4	1
176	8	1	n04284002_13083	119	946	0.0	4	1
184	8	1	n13111881_6054	146	1165	0.0	4	1
192	8	1	n02374451_18054	26	207	0.0	4	1
200	8	2	n02374451_18054	26	207	201.02412429300057	4	1
208	8	1	n03445777_5992	68	540	0.0	4	1
216	8	2	n03445777_5992	68	540	217.0266311080013	4	1
224	8	1	n07756951_13102	141	1121	0.0	4	1
232	8	1	n02692877_14682	36	283	0.0	4	1
240	8	1	n03512147_47076	74	589	0.0	4	1
248	8	1	n02503517_5673	34	269	0.0	4	1
256	8	1	n03425413_20014	66	524	0.0	4	1
264	8	1	n04442312_19042	130	1038	0.0	4	1
272	8	1	n03345487_4927	61	485	0.0	4	1
280	8	1	n03649909_19563	85	677	0.0	4	1
288	8	1	n03436182_3357	67	533	0.0	4	1
296	8	1	n03467796_862	69	552	0.0	4	1
304	8	1	n03397947_1926	64	506	0.0	4	1
312	8	1	n04086273_3464	104	830	0.0	4	1
320	8	1	n02131653_6220	21	167	0.0	4	1
328	8	1	n03950228_27533	99	788	0.0	4	1
336	8	1	n07758680_22370	142	1136	0.0	4	1
344	8	1	n01963571_14820	13	98	0.0	4	1
352	8	2	n01963571_14820	13	98	353.10978033100037	4	1
360	8	1	n03607659_8199	79	631	0.0	4	1
368	8	1	n04255586_4487	116	924	0.0	4	1
376	8	1	n03623556_9879	82	656	0.0	4	1
384	8	1	n03792782_16817	92	730	0.0	4	1
392	8	1	n02480855_11704	32	249	0.0	4	1
400	8	1	n03721384_14643	87	689	0.0	4	1
408	8	2	n03721384_14643	87	689	409.0364204730013	4	1
416	8	1	n03359137_19465	62	490	0.0	4	1
424	8	1	n02882647_20819	46	365	0.0	4	1
432	8	1	n03483823_6332	71	564	0.0	4	1
440	8	1	n03743279_7634	88	703	0.0	4	1
448	8	1	n04412416_14153	128	1020	0.0	4	1
456	8	1	n04272054_53265	117	934	0.0	4	1
464	8	1	n01768244_9890	7	56	0.0	4	1
472	6	-2	n/a	n/a	n/a	0.0	4	1
