onset	duration	trial_type	stimulus_name	category_index	image_index	response_time	original_run_number	repetition
0	32	-1	n/a	n/a	n/a	0.0	15	2
32	8	1	n02391049_8178	27	216	0.0	15	2
40	8	1	n04123740_14377	107	852	0.0	15	2
48	8	1	n02317335_24617	24	190	0.0	15	2
56	8	1	n04419073_13393	129	1027	0.0	15	2
64	8	1	n03209910_22305	57	451	0.0	15	2
72	8	1	n01664990_16740	4	27	0.0	15	2
80	8	1	n04225987_7933	113	904	0.0	15	2
88	8	1	n03609235_4886	80	638	0.0	15	2
96	8	1	n02432983_13166	28	217	0.0	15	2
104	8	1	n04497801_14007	134	1066	0.0	15	2
112	8	1	n03612010_6564	81	646	0.0	15	2
120	8	1	n02131653_12495	21	162	0.0	15	2
128	8	1	n04482393_18295	133	1060	0.0	15	2
136	8	2	n04482393_18295	133	1060	137.10117876500044	15	2
144	8	1	n04273569_6437	118	944	0.0	15	2
152	8	1	n02472293_24267	31	244	0.0	15	2
160	8	1	n03721384_18162	87	690	0.0	15	2
168	8	1	n02005790_11191	15	114	0.0	15	2
176	8	1	n01726692_8975	6	47	0.0	15	2
184	8	1	n04284002_21913	119	952	0.0	15	2
192	8	1	n03982430_38731	100	798	0.0	15	2
200	8	1	n02799175_14140	39	307	0.0	15	2
208	8	1	n02090827_9305	20	159	0.0	15	2
216	8	2	n02090827_9305	20	159	217.12827898600153	15	2
224	8	1	n01518878_10042	1	1	0.0	15	2
232	8	1	n03394916_23304	63	498	0.0	15	2
240	8	1	n04044716_6288	102	814	0.0	15	2
248	8	1	n03665924_55985	86	687	0.0	15	2
256	8	2	n03665924_55985	86	687	257.0498043110001	15	2
264	8	1	n03642806_15854	83	658	0.0	15	2
272	8	1	n02766534_15976	37	292	0.0	15	2
280	8	1	n01855672_15900	10	80	0.0	15	2
288	8	1	n03397947_10813	64	505	0.0	15	2
296	8	1	n01768244_11944	7	50	0.0	15	2
304	8	1	n02439033_6549	29	230	0.0	15	2
312	8	1	n07756951_15873	141	1124	0.0	15	2
320	8	1	n01491361_4128	147	1171	0.0	15	2
328	8	1	n04154565_17456	109	869	0.0	15	2
336	8	2	n04154565_17456	109	869	338.50933012099995	15	2
344	8	1	n02068974_2736	18	140	0.0	15	2
352	8	1	n04412416_17390	128	1021	0.0	15	2
360	8	1	n04442441_7198	131	1047	0.0	15	2
368	8	1	n02481823_18421	33	260	0.0	15	2
376	8	1	n01645776_9693	3	23	0.0	15	2
384	8	1	n03607659_8657	79	632	0.0	15	2
392	8	1	n03646296_9175	84	672	0.0	15	2
400	8	1	n03793489_5265	93	742	0.0	15	2
408	8	1	n03483823_15156	71	561	0.0	15	2
416	8	1	n02445715_12246	30	234	0.0	15	2
424	8	1	n03649909_42614	85	680	0.0	15	2
432	8	2	n03649909_42614	85	680	433.4347127310011	15	2
440	8	1	n04180888_2422	111	883	0.0	15	2
448	8	1	n01787835_12357	8	61	0.0	15	2
456	8	1	n01944390_19988	12	92	0.0	15	2
464	8	1	n04233124_13344	114	906	0.0	15	2
472	6	-2	n/a	n/a	n/a	0.0	15	2
