onset	duration	trial_type	stimulus_name	category_index	image_index	response_time
0	32	-1	n/a	n/a	n/a	0.000000
32	8	1	COCO_val2014_000000217783	1	386	0.000000
40	8	1	COCO_val2014_000000134322	1	232	0.000000
48	8	1	COCO_val2014_000000258311	1	450	0.000000
56	8	1	COCO_val2014_000000545000	1	921	0.000000
64	8	1	COCO_val2014_000000071752	1	124	0.000000
72	8	1	COCO_val2014_000000217440	1	385	0.000000
80	8	1	COCO_val2014_000000063715	1	114	0.000000
88	8	1	COCO_val2014_000000327623	1	572	0.000000
96	8	1	COCO_val2014_000000042779	1	74	0.000000
104	8	1	COCO_val2014_000000034892	1	61	0.000000
112	8	1	COCO_val2014_000000269346	1	475	0.000000
120	8	1	COCO_val2014_000000337826	1	595	0.000000
128	8	1	COCO_val2014_000000374448	1	651	0.000000
136	8	1	COCO_val2014_000000262119	1	458	0.000000
144	8	1	COCO_val2014_000000206783	1	360	0.000000
152	8	1	COCO_val2014_000000147338	1	255	0.000000
160	8	1	COCO_val2014_000000568893	1	969	0.000000
168	8	1	COCO_val2014_000000233112	1	413	0.000000
176	8	1	COCO_val2014_000000070229	1	122	0.000000
184	8	1	COCO_val2014_000000250629	1	436	0.000000
192	8	1	COCO_val2014_000000155451	1	265	0.000000
200	8	1	COCO_val2014_000000472101	1	809	0.000000
208	8	1	COCO_val2014_000000541991	1	916	0.000000
216	8	1	COCO_val2014_000000522137	1	876	0.000000
224	8	1	COCO_val2014_000000081738	1	136	0.000000
232	8	2	COCO_val2014_000000081738	1	136	233.035213
240	8	1	COCO_val2014_000000145391	1	252	0.000000
248	8	1	COCO_val2014_000000214127	1	381	0.000000
256	8	1	COCO_val2014_000000084767	1	141	0.000000
264	8	1	COCO_val2014_000000067948	1	118	0.000000
272	8	1	COCO_val2014_000000501260	1	844	0.000000
280	8	1	COCO_val2014_000000437290	1	751	0.000000
288	8	1	COCO_val2014_000000312878	1	554	0.000000
296	8	1	COCO_val2014_000000556246	1	943	0.000000
304	8	1	COCO_val2014_000000530913	1	891	0.000000
312	8	1	COCO_val2014_000000572260	1	977	0.000000
320	8	1	COCO_val2014_000000500871	1	843	0.000000
328	8	1	COCO_val2014_000000042622	1	72	0.000000
336	8	2	COCO_val2014_000000042622	1	72	337.029887
344	8	1	COCO_val2014_000000518716	1	867	0.000000
352	8	1	COCO_val2014_000000388902	1	670	0.000000
360	8	1	COCO_val2014_000000383549	1	665	0.000000
368	8	1	COCO_val2014_000000530583	1	889	0.000000
376	8	2	COCO_val2014_000000530583	1	889	377.028519
384	8	1	COCO_val2014_000000045057	1	80	0.000000
392	8	1	COCO_val2014_000000320823	1	562	0.000000
400	8	2	COCO_val2014_000000320823	1	562	401.026631
408	8	1	COCO_val2014_000000234349	1	417	0.000000
416	8	1	COCO_val2014_000000209239	1	370	0.000000
424	8	1	COCO_val2014_000000282658	1	498	0.000000
432	8	1	COCO_val2014_000000388531	1	669	0.000000
440	8	1	COCO_val2014_000000578977	1	994	0.000000
448	8	2	COCO_val2014_000000578977	1	994	449.023397
456	8	1	COCO_val2014_000000196007	1	347	0.000000
464	8	1	COCO_val2014_000000567208	1	964	0.000000
472	6	-2	n/a	n/a	n/a	0.000000
