onset	duration	trial_type	stimulus_name	category_index	image_index	response_time	train	test
0	32	-1	n/a	n/a	n/a	0.0	1	0
32	8	1	stone_moderate_028_new	8	728	0.0	1	0
40	8	1	paper_moderate_004_new	6	504	0.0	1	0
48	8	2	paper_moderate_004_new	6	504	49.0286785797216	1	0
56	8	1	leather_moderate_008_new	4	308	0.0	1	0
64	8	1	metal_moderate_030_new	5	430	0.0	1	0
72	8	1	leather_object_023_new	4	373	0.0	1	0
80	8	1	metal_moderate_041_new	5	441	0.0	1	0
88	8	1	plastic_object_007_new	7	657	0.0	1	0
96	8	1	wood_object_020_new	10	970	0.0	1	0
104	8	1	wood_moderate_011_new	10	911	0.0	1	0
112	8	1	metal_object_010_new	5	460	0.0	1	0
120	8	1	water_moderate_031_new	9	831	0.0	1	0
128	8	2	water_moderate_031_new	9	831	129.02526068408042	1	0
136	8	1	wood_moderate_013_new	10	913	0.0	1	0
144	8	1	water_moderate_013_new	9	813	0.0	1	0
152	8	1	fabric_moderate_037_new	1	37	0.0	1	0
160	8	1	fabric_moderate_027_new	1	27	0.0	1	0
168	8	1	leather_object_008_new	4	358	0.0	1	0
176	8	1	foliage_final_045_new	2	145	0.0	1	0
184	8	1	plastic_moderate_023_new	7	623	0.0	1	0
192	8	1	paper_object_030_new	6	580	0.0	1	0
200	8	1	plastic_moderate_022_new	7	622	0.0	1	0
208	8	2	plastic_moderate_022_new	7	622	209.0363658866845	1	0
216	8	1	wood_object_026_new	10	976	0.0	1	0
224	8	1	glass_object_017_new	3	267	0.0	1	0
232	8	1	fabric_object_021_new	1	71	0.0	1	0
240	8	1	plastic_object_033_new	7	683	0.0	1	0
248	8	1	plastic_moderate_037_new	7	637	0.0	1	0
256	8	1	paper_object_003_new	6	553	0.0	1	0
264	8	1	fabric_object_005_new	1	55	0.0	1	0
272	8	2	fabric_object_005_new	1	55	273.0340543817729	1	0
280	8	1	glass_moderate_035_new	3	235	0.0	1	0
288	8	2	glass_moderate_035_new	3	235	289.03341902187094	1	0
296	8	1	stone_object_031_new	8	781	0.0	1	0
304	8	1	metal_moderate_026_new	5	426	0.0	1	0
312	8	1	glass_object_022_new	3	272	0.0	1	0
320	8	1	glass_moderate_007_new	3	207	0.0	1	0
328	8	1	fabric_moderate_040_new	1	40	0.0	1	0
336	8	1	leather_object_033_new	4	383	0.0	1	0
344	8	1	stone_object_039_new	8	789	0.0	1	0
352	8	1	foliage_final_090_new	2	190	0.0	1	0
360	8	1	paper_object_018_new	6	568	0.0	1	0
368	8	1	glass_object_027_new	3	277	0.0	1	0
376	8	1	wood_moderate_041_new	10	941	0.0	1	0
384	8	1	water_object_015_new	9	865	0.0	1	0
392	8	1	foliage_final_055_new	2	155	0.0	1	0
400	8	1	paper_object_023_new	6	573	0.0	1	0
408	8	1	stone_object_018_new	8	768	0.0	1	0
416	8	1	stone_object_043_new	8	793	0.0	1	0
424	8	1	water_moderate_006_new	9	806	0.0	1	0
432	8	1	foliage_final_003_new	2	103	0.0	1	0
440	8	1	metal_moderate_006_new	5	406	0.0	1	0
448	8	1	foliage_final_096_new	2	196	0.0	1	0
456	8	1	leather_moderate_020_new	4	320	0.0	1	0
464	8	1	water_moderate_049_new	9	849	0.0	1	0
472	6	-2	n/a	n/a	n/a	0.0	1	0
