onset	duration	trial_type	stimulus_name	category_index	image_index	response_time	original_run_number
0	32	-1	n/a	n/a	n/a	0.0	38
32	8	1	n02799175_11275	1	15	0.0	38
40	8	1	abuttingLine010_linespace_1p2_angle_090_135diag_pos	2	48	0.0	38
48	8	1	n04297750_25624	1	36	0.0	38
56	8	1	neonVarinImg006_realRect_alpha_0p7_sat_0p3_bgray	2	76	0.0	38
64	8	1	n02005790_9371	1	6	0.0	38
72	8	1	fillingin007_small_cross_lumi0p3_sat0p7_connected	2	65	0.0	38
80	8	1	n02797295_15411	1	14	0.0	38
88	8	1	abuttingLine003_linespace_1p2_angle_000_135diag	2	41	0.0	38
96	8	1	n02472293_34273	1	12	0.0	38
104	8	1	neonVarinImg003_Kanizsa_alpha_0p7_sat_0p3_bgray	2	73	0.0	38
112	8	1	n04070727_16664	1	32	0.0	38
120	8	1	fillingin001_small_unionjack_lumi0p3_sat0p8_connected	2	59	0.0	38
128	8	2	fillingin001_small_unionjack_lumi0p3_sat0p8_connected	2	59	130.1448988080083	38
136	8	1	n04233124_14971	1	34	0.0	38
144	8	1	abuttingLine011_linespace_1p2_angle_090_hline	2	49	0.0	38
152	8	1	n03425413_18382	1	25	0.0	38
160	8	1	abuttingLine004_linespace_1p2_angle_000_135diag_pos	2	42	0.0	38
168	8	1	n02374451_17284	1	9	0.0	38
176	8	1	fillingin004_large_unionjack_lumi0p3_sat0p8_connected	2	62	0.0	38
184	8	1	n03455488_28622	1	26	0.0	38
192	8	2	n03455488_28622	1	26	193.6279448569985	38
200	8	1	abuttingLine005_linespace_1p2_angle_000_vline	2	43	0.0	38
208	8	1	n04252077_10859	1	35	0.0	38
216	8	1	abuttingLine014_linespace_2p4_angle_000_vline_pos	2	52	0.0	38
224	8	1	n03063599_4177	1	23	0.0	38
232	8	1	abuttingLine019_linespace_6_angle_090_hline	2	57	0.0	38
240	8	2	abuttingLine019_linespace_6_angle_090_hline	2	57	240.74335738600348	38
248	8	1	n02391049_2286	1	10	0.0	38
256	8	1	abuttingLine018_linespace_6_angle_000_vline_pos	2	56	0.0	38
264	8	1	n03472535_4645	1	27	0.0	38
272	8	1	fillingin003_small_unionjack_lumi0p3_sat0p8_uniform	2	61	0.0	38
280	8	1	n02882647_18337	1	20	0.0	38
288	8	1	fillingin011_large_cross_lumi0p3_sat0p7_disconnected	2	69	0.0	38
296	8	1	n03950228_27533	1	31	0.0	38
304	8	1	abuttingLine013_linespace_2p4_angle_000_vline	2	51	0.0	38
312	8	1	n03483823_7612	1	28	0.0	38
320	8	1	neonVarinImg001_IllusSurf_alpha_0p7_sat_0p3_bgray	2	71	0.0	38
328	8	1	n02439033_9911	1	11	0.0	38
336	8	1	fillingin002_small_unionjack_lumi0p3_sat0p8_disconnected	2	60	0.0	38
344	8	1	n02766534_15976	1	13	0.0	38
352	8	2	n02766534_15976	1	13	353.6253847780172	38
360	8	1	abuttingLine002_linespace_1p2_angle_000_045diag_pos	2	40	0.0	38
368	6	-2	n/a	n/a	n/a	0.0	38
