onset	duration	trial_type	stimulus_name	category_index	image_index	response_time	original_run_number
0	32	-1	n/a	n/a	n/a	0.0	33
32	8	1	n03455488_28622	1	26	0.0	33
40	8	1	abuttingLine017_linespace_6_angle_000_vline	2	55	0.0	33
48	8	1	n02841315_35046	1	17	0.0	33
56	8	1	fillingin011_large_cross_lumi0p3_sat0p7_disconnected	2	69	0.0	33
64	8	1	n03335030_10544	1	24	0.0	33
72	8	1	abuttingLine016_linespace_2p4_angle_090_hline_pos	2	54	0.0	33
80	8	2	abuttingLine016_linespace_2p4_angle_090_hline_pos	2	54	81.62676296700374	33
88	8	1	n04070727_16664	1	32	0.0	33
96	8	1	abuttingLine010_linespace_1p2_angle_090_135diag_pos	2	48	0.0	33
104	8	2	abuttingLine010_linespace_1p2_angle_090_135diag_pos	2	48	104.79276851098984	33
112	8	1	n01621127_19020	1	1	0.0	33
120	8	1	abuttingLine005_linespace_1p2_angle_000_vline	2	43	0.0	33
128	8	1	n02797295_15411	1	14	0.0	33
136	8	1	fillingin002_small_unionjack_lumi0p3_sat0p8_disconnected	2	60	0.0	33
144	8	1	n02472293_34273	1	12	0.0	33
152	8	1	abuttingLine019_linespace_6_angle_090_hline	2	57	0.0	33
160	8	1	n02005790_9371	1	6	0.0	33
168	8	1	abuttingLine009_linespace_1p2_angle_090_135diag	2	47	0.0	33
176	8	1	n02391049_2286	1	10	0.0	33
184	8	1	abuttingLine012_linespace_1p2_angle_090_hline_pos	2	50	0.0	33
192	8	1	n03472535_4645	1	27	0.0	33
200	8	1	neonVarinImg003_Kanizsa_alpha_0p7_sat_0p3_bgray	2	73	0.0	33
208	8	1	n01943899_24131	1	4	0.0	33
216	8	1	abuttingLine002_linespace_1p2_angle_000_045diag_pos	2	40	0.0	33
224	8	2	abuttingLine002_linespace_1p2_angle_000_045diag_pos	2	40	0.0	33
232	8	1	n02346627_13993	1	8	0.0	33
240	8	1	fillingin012_large_cross_lumi0p3_sat0p7_uniform	2	70	0.0	33
248	8	1	n02068974_4884	1	7	0.0	33
256	8	1	abuttingLine003_linespace_1p2_angle_000_135diag	2	41	0.0	33
264	8	1	n04252077_10859	1	35	0.0	33
272	8	1	abuttingLine011_linespace_1p2_angle_090_hline	2	49	0.0	33
280	8	1	n03425413_18382	1	25	0.0	33
288	8	1	abuttingLine007_linespace_1p2_angle_090_045diag	2	45	0.0	33
296	8	1	n02374451_17284	1	9	0.0	33
304	8	1	neonVarinImg002_innerKanizsa_alpha_0p7_sat_0p3_bgray	2	72	0.0	33
312	8	1	n02843158_4722	1	18	0.0	33
320	8	1	fillingin008_small_cross_lumi0p3_sat0p7_disconnected	2	66	0.0	33
328	8	1	n02439033_9911	1	11	0.0	33
336	8	1	abuttingLine018_linespace_6_angle_000_vline_pos	2	56	0.0	33
344	8	2	abuttingLine018_linespace_6_angle_000_vline_pos	2	56	345.6217040339834	33
352	8	1	n02802215_26105	1	16	0.0	33
360	8	1	abuttingLine004_linespace_1p2_angle_000_135diag_pos	2	42	0.0	33
368	6	-2	n/a	n/a	n/a	0.0	33
