onset	duration	trial_type	stimulus_name	category_index	image_index	response_time	original_run_number
0	32	-1	n/a	n/a	n/a	0.0	34
32	8	1	n01944390_20670	1	5	0.0	34
40	8	1	fillingin010_large_cross_lumi0p3_sat0p7_connected	2	68	0.0	34
48	8	1	n04297750_25624	1	36	0.0	34
56	8	1	fillingin005_large_unionjack_lumi0p3_sat0p8_disconnected	2	63	0.0	34
64	8	1	n02951358_23759	1	21	0.0	34
72	8	1	neonVarinImg001_IllusSurf_alpha_0p7_sat_0p3_bgray	2	71	0.0	34
80	8	1	n03950228_27533	1	31	0.0	34
88	8	1	abuttingLine008_linespace_1p2_angle_090_045diag_pos	2	46	0.0	34
96	8	1	n01858441_11077	1	3	0.0	34
104	8	2	n01858441_11077	1	3	0.0	34
112	8	1	abuttingLine015_linespace_2p4_angle_090_hline	2	53	0.0	34
120	8	1	n02974003_9408	1	22	0.0	34
128	8	1	fillingin009_small_cross_lumi0p3_sat0p7_uniform	2	67	0.0	34
136	8	1	origImg_181	1	38	0.0	34
144	8	1	abuttingLine006_linespace_1p2_angle_000_vline_pos	2	44	0.0	34
152	8	1	n03483823_7612	1	28	0.0	34
160	8	1	abuttingLine014_linespace_2p4_angle_000_vline_pos	2	52	0.0	34
168	8	1	n03483823_8150	1	29	0.0	34
176	8	2	n03483823_8150	1	29	176.77079703300842	34
184	8	1	abuttingLine013_linespace_2p4_angle_000_vline	2	51	0.0	34
192	8	1	n02882301_14188	1	19	0.0	34
200	8	1	fillingin003_small_unionjack_lumi0p3_sat0p8_uniform	2	61	0.0	34
208	8	1	n02882647_18337	1	20	0.0	34
216	8	1	neonVarinImg005_realSurf_alpha_0p7_sat_0p3_bgray	2	75	0.0	34
224	8	1	n04233124_14971	1	34	0.0	34
232	8	1	abuttingLine001_linespace_1p2_angle_000_045diag	2	39	0.0	34
240	8	1	n03743279_13788	1	30	0.0	34
248	8	2	n03743279_13788	1	30	249.63691382098477	34
256	8	1	neonVarinImg006_realRect_alpha_0p7_sat_0p3_bgray	2	76	0.0	34
264	8	1	n02766534_15976	1	13	0.0	34
272	8	1	fillingin006_large_unionjack_lumi0p3_sat0p8_uniform	2	64	0.0	34
280	8	1	n03063599_4177	1	23	0.0	34
288	8	1	fillingin004_large_unionjack_lumi0p3_sat0p8_connected	2	62	0.0	34
296	8	1	n04210120_9062	1	33	0.0	34
304	8	1	neonVarinImg004_Disk_alpha_0p7_sat_0p3_bgray	2	74	0.0	34
312	8	1	n02799175_11275	1	15	0.0	34
320	8	1	abuttingLine020_linespace_6_angle_090_hline_pos	2	58	0.0	34
328	8	1	n01855672_15767	1	2	0.0	34
336	8	2	n01855672_15767	1	2	336.82824073400116	34
344	8	1	fillingin007_small_cross_lumi0p3_sat0p7_connected	2	65	0.0	34
352	8	1	n04587559_13463	1	37	0.0	34
360	8	1	fillingin001_small_unionjack_lumi0p3_sat0p8_connected	2	59	0.0	34
368	6	-2	n/a	n/a	n/a	0.0	34
