onset	duration	trial_type	stimulus_name	category_index	image_index	response_time	original_run_number
0	32	-1	n/a	n/a	n/a	0.0	38
32	8	1	n01943899_24131	1	4	0.0	38
40	8	1	fillingin005_large_unionjack_lumi0p3_sat0p8_disconnected	2	63	0.0	38
48	8	1	n02797295_15411	1	14	0.0	38
56	8	1	fillingin010_large_cross_lumi0p3_sat0p7_connected	2	68	0.0	38
64	8	1	n02799175_11275	1	15	0.0	38
72	8	1	abuttingLine014_linespace_2p4_angle_000_vline_pos	2	52	0.0	38
80	8	1	n03425413_18382	1	25	0.0	38
88	8	1	fillingin012_large_cross_lumi0p3_sat0p7_uniform	2	70	0.0	38
96	8	1	n02843158_4722	1	18	0.0	38
104	8	1	abuttingLine005_linespace_1p2_angle_000_vline	2	43	0.0	38
112	8	1	n04070727_16664	1	32	0.0	38
120	8	1	abuttingLine013_linespace_2p4_angle_000_vline	2	51	0.0	38
128	8	2	abuttingLine013_linespace_2p4_angle_000_vline	2	51	129.63927209298708	38
136	8	1	n02391049_2286	1	10	0.0	38
144	8	1	fillingin008_small_cross_lumi0p3_sat0p7_disconnected	2	66	0.0	38
152	8	1	n03483823_8150	1	29	0.0	38
160	8	1	fillingin007_small_cross_lumi0p3_sat0p7_connected	2	65	0.0	38
168	8	1	n03483823_7612	1	28	0.0	38
176	8	1	abuttingLine015_linespace_2p4_angle_090_hline	2	53	0.0	38
184	8	1	n03472535_4645	1	27	0.0	38
192	8	2	n03472535_4645	1	27	193.63560211499862	38
200	8	1	abuttingLine006_linespace_1p2_angle_000_vline_pos	2	44	0.0	38
208	8	1	origImg_181	1	38	0.0	38
216	8	1	fillingin003_small_unionjack_lumi0p3_sat0p8_uniform	2	61	0.0	38
224	8	1	n02439033_9911	1	11	0.0	38
232	8	1	neonVarinImg001_IllusSurf_alpha_0p7_sat_0p3_bgray	2	71	0.0	38
240	8	2	neonVarinImg001_IllusSurf_alpha_0p7_sat_0p3_bgray	2	71	241.63674559799256	38
248	8	1	n02882647_18337	1	20	0.0	38
256	8	1	abuttingLine001_linespace_1p2_angle_000_045diag	2	39	0.0	38
264	8	1	n02068974_4884	1	7	0.0	38
272	8	1	abuttingLine019_linespace_6_angle_090_hline	2	57	0.0	38
280	8	1	n04297750_25624	1	36	0.0	38
288	8	1	fillingin006_large_unionjack_lumi0p3_sat0p8_uniform	2	64	0.0	38
296	8	1	n02882301_14188	1	19	0.0	38
304	8	1	neonVarinImg003_Kanizsa_alpha_0p7_sat_0p3_bgray	2	73	0.0	38
312	8	1	n02005790_9371	1	6	0.0	38
320	8	1	fillingin011_large_cross_lumi0p3_sat0p7_disconnected	2	69	0.0	38
328	8	1	n01858441_11077	1	3	0.0	38
336	8	1	neonVarinImg002_innerKanizsa_alpha_0p7_sat_0p3_bgray	2	72	0.0	38
344	8	1	n04210120_9062	1	33	0.0	38
352	8	2	n04210120_9062	1	33	353.6339576939936	38
360	8	1	abuttingLine009_linespace_1p2_angle_090_135diag	2	47	0.0	38
368	6	-2	n/a	n/a	n/a	0.0	38
