onset	duration	trial_type	stimulus_name	category_index	image_index	response_time	original_run_number
0	32	-1	n/a	n/a	n/a	0.0	27
32	8	1	n02802215_26105	1	16	0.0	27
40	8	1	fillingin003_small_unionjack_lumi0p3_sat0p8_uniform	2	61	0.0	27
48	8	1	n04210120_9062	1	33	0.0	27
56	8	1	abuttingLine001_linespace_1p2_angle_000_045diag	2	39	0.0	27
64	8	1	n02005790_9371	1	6	0.0	27
72	8	1	abuttingLine016_linespace_2p4_angle_090_hline_pos	2	54	0.0	27
80	8	1	n03743279_13788	1	30	0.0	27
88	8	1	neonVarinImg001_IllusSurf_alpha_0p7_sat_0p3_bgray	2	71	0.0	27
96	8	1	n02799175_11275	1	15	0.0	27
104	8	1	fillingin001_small_unionjack_lumi0p3_sat0p8_connected	2	59	0.0	27
112	8	1	n03335030_10544	1	24	0.0	27
120	8	1	abuttingLine018_linespace_6_angle_000_vline_pos	2	56	0.0	27
128	8	1	n04070727_16664	1	32	0.0	27
136	8	1	neonVarinImg002_innerKanizsa_alpha_0p7_sat_0p3_bgray	2	72	0.0	27
144	8	1	n02843158_4722	1	18	0.0	27
152	8	1	fillingin010_large_cross_lumi0p3_sat0p7_connected	2	68	0.0	27
160	8	1	n03483823_7612	1	28	0.0	27
168	8	2	n03483823_7612	1	28	169.6412948770012	27
176	8	1	fillingin012_large_cross_lumi0p3_sat0p7_uniform	2	70	0.0	27
184	8	2	fillingin012_large_cross_lumi0p3_sat0p7_uniform	2	70	185.63694663999922	27
192	8	1	n02439033_9911	1	11	0.0	27
200	8	1	fillingin011_large_cross_lumi0p3_sat0p7_disconnected	2	69	0.0	27
208	8	1	n03455488_28622	1	26	0.0	27
216	8	1	abuttingLine013_linespace_2p4_angle_000_vline	2	51	0.0	27
224	8	2	abuttingLine013_linespace_2p4_angle_000_vline	2	51	225.64004131399997	27
232	8	1	n04252077_10859	1	35	0.0	27
240	8	1	abuttingLine011_linespace_1p2_angle_090_hline	2	49	0.0	27
248	8	1	n02374451_17284	1	9	0.0	27
256	8	1	abuttingLine010_linespace_1p2_angle_090_135diag_pos	2	48	0.0	27
264	8	1	n02882647_18337	1	20	0.0	27
272	8	1	neonVarinImg005_realSurf_alpha_0p7_sat_0p3_bgray	2	75	0.0	27
280	8	1	n03483823_8150	1	29	0.0	27
288	8	1	abuttingLine006_linespace_1p2_angle_000_vline_pos	2	44	0.0	27
296	8	1	n04587559_13463	1	37	0.0	27
304	8	1	neonVarinImg006_realRect_alpha_0p7_sat_0p3_bgray	2	76	0.0	27
312	8	1	n02797295_15411	1	14	0.0	27
320	8	2	n02797295_15411	1	14	321.6427668569959	27
328	8	1	abuttingLine012_linespace_1p2_angle_090_hline_pos	2	50	0.0	27
336	8	1	n02841315_35046	1	17	0.0	27
344	8	1	abuttingLine009_linespace_1p2_angle_090_135diag	2	47	0.0	27
352	8	1	n01944390_20670	1	5	0.0	27
360	8	1	fillingin006_large_unionjack_lumi0p3_sat0p8_uniform	2	64	0.0	27
368	6	-2	n/a	n/a	n/a	0.0	27
