onset	duration	trial_type	stimulus_name	category_index	image_index	response_time	original_run_number
0	32	-1	n/a	n/a	n/a	0.0	37
32	8	1	n02374451_17284	1	9	0.0	37
40	8	1	fillingin002_small_unionjack_lumi0p3_sat0p8_disconnected	2	60	0.0	37
48	8	2	fillingin002_small_unionjack_lumi0p3_sat0p8_disconnected	2	60	49.63486549300433	37
56	8	1	n02841315_35046	1	17	0.0	37
64	8	1	abuttingLine008_linespace_1p2_angle_090_045diag_pos	2	46	0.0	37
72	8	1	n02766534_15976	1	13	0.0	37
80	8	1	neonVarinImg005_realSurf_alpha_0p7_sat_0p3_bgray	2	75	0.0	37
88	8	1	n03950228_27533	1	31	0.0	37
96	8	1	abuttingLine004_linespace_1p2_angle_000_135diag_pos	2	42	0.0	37
104	8	1	n02951358_23759	1	21	0.0	37
112	8	1	abuttingLine018_linespace_6_angle_000_vline_pos	2	56	0.0	37
120	8	1	n04252077_10859	1	35	0.0	37
128	8	1	abuttingLine016_linespace_2p4_angle_090_hline_pos	2	54	129.64235662999272	37
136	8	1	n02472293_34273	1	12	0.0	37
144	8	1	abuttingLine012_linespace_1p2_angle_090_hline_pos	2	50	0.0	37
152	8	1	n04233124_14971	1	34	0.0	37
160	8	1	fillingin009_small_cross_lumi0p3_sat0p7_uniform	2	67	0.0	37
168	8	1	n02346627_13993	1	8	0.0	37
176	8	1	abuttingLine002_linespace_1p2_angle_000_045diag_pos	2	40	0.0	37
184	8	1	n01621127_19020	1	1	0.0	37
192	8	1	neonVarinImg004_Disk_alpha_0p7_sat_0p3_bgray	2	74	0.0	37
200	8	2	neonVarinImg004_Disk_alpha_0p7_sat_0p3_bgray	2	74	201.63604954000039	37
208	8	1	n01855672_15767	1	2	0.0	37
216	8	1	abuttingLine003_linespace_1p2_angle_000_135diag	2	41	0.0	37
224	8	1	n03063599_4177	1	23	0.0	37
232	8	1	fillingin001_small_unionjack_lumi0p3_sat0p8_connected	2	59	0.0	37
240	8	1	n03455488_28622	1	26	0.0	37
248	8	1	abuttingLine011_linespace_1p2_angle_090_hline	2	49	0.0	37
256	8	1	n01944390_20670	1	5	0.0	37
264	8	1	abuttingLine020_linespace_6_angle_090_hline_pos	2	58	0.0	37
272	8	1	n03743279_13788	1	30	0.0	37
280	8	1	abuttingLine017_linespace_6_angle_000_vline	2	55	0.0	37
288	8	1	n02974003_9408	1	22	0.0	37
296	8	1	neonVarinImg006_realRect_alpha_0p7_sat_0p3_bgray	2	76	0.0	37
304	8	1	n04587559_13463	1	37	0.0	37
312	8	1	fillingin004_large_unionjack_lumi0p3_sat0p8_connected	2	62	0.0	37
320	8	1	n02802215_26105	1	16	0.0	37
328	8	1	abuttingLine010_linespace_1p2_angle_090_135diag_pos	2	48	0.0	37
336	8	1	n03335030_10544	1	24	0.0	37
344	8	2	n03335030_10544	1	24	345.65130952700565	37
352	8	1	abuttingLine007_linespace_1p2_angle_090_045diag	2	45	0.0	37
360	8	2	abuttingLine007_linespace_1p2_angle_090_045diag	2	45	361.6348501390021	37
368	6	-2	n/a	n/a	n/a	0.0	37
