onset	duration	trial_type	stimulus_name	category_index	image_index	response_time	original_run_number	repetition
0	32	-1	n/a	n/a	n/a	0.0	20	1
32	8	1	COCO_val2014_000000114239	1	201	0.0	20	1
40	8	1	COCO_val2014_000000449466	1	763	0.0	20	1
48	8	1	COCO_val2014_000000084097	1	138	0.0	20	1
56	8	1	COCO_val2014_000000518937	1	870	0.0	20	1
64	8	1	COCO_val2014_000000565389	1	959	0.0	20	1
72	8	1	COCO_val2014_000000388531	1	669	0.0	20	1
80	8	1	COCO_val2014_000000448871	1	761	0.0	20	1
88	8	1	COCO_val2014_000000424422	1	730	0.0	20	1
96	8	1	COCO_val2014_000000022861	1	41	0.0	20	1
104	8	2	COCO_val2014_000000022861	1	41	106.38423719600542	20	1
112	8	1	COCO_val2014_000000263463	1	462	0.0	20	1
120	8	1	COCO_val2014_000000224907	1	403	0.0	20	1
128	8	1	COCO_val2014_000000373997	1	649	0.0	20	1
136	8	1	COCO_val2014_000000047566	1	85	0.0	20	1
144	8	1	COCO_val2014_000000299986	1	530	0.0	20	1
152	8	1	COCO_val2014_000000040896	1	68	159.44349538799725	20	1
160	8	1	COCO_val2014_000000359136	1	624	0.0	20	1
168	8	1	COCO_val2014_000000505471	1	849	0.0	20	1
176	8	1	COCO_val2014_000000040517	1	65	0.0	20	1
184	8	2	COCO_val2014_000000040517	1	65	185.30694680698798	20	1
192	8	1	COCO_val2014_000000093735	1	159	0.0	20	1
200	8	1	COCO_val2014_000000376767	1	655	0.0	20	1
208	8	1	COCO_val2014_000000567877	1	966	0.0	20	1
216	8	2	COCO_val2014_000000567877	1	966	218.16011094101123	20	1
224	8	1	COCO_val2014_000000519275	1	871	0.0	20	1
232	8	1	COCO_val2014_000000430420	1	741	0.0	20	1
240	8	1	COCO_val2014_000000456521	1	773	0.0	20	1
248	8	1	COCO_val2014_000000530583	1	889	0.0	20	1
256	8	1	COCO_val2014_000000469961	1	803	0.0	20	1
264	8	1	COCO_val2014_000000116095	1	203	0.0	20	1
272	8	1	COCO_val2014_000000399628	1	687	0.0	20	1
280	8	1	COCO_val2014_000000326592	1	570	0.0	20	1
288	8	1	COCO_val2014_000000300214	1	532	0.0	20	1
296	8	1	COCO_val2014_000000458119	1	776	0.0	20	1
304	8	1	COCO_val2014_000000346262	1	609	0.0	20	1
312	8	1	COCO_val2014_000000528729	1	883	0.0	20	1
320	8	1	COCO_val2014_000000142129	1	248	0.0	20	1
328	8	1	COCO_val2014_000000174042	1	303	0.0	20	1
336	8	2	COCO_val2014_000000174042	1	303	338.0424231250072	20	1
344	8	1	COCO_val2014_000000159044	1	270	0.0	20	1
352	8	1	COCO_val2014_000000212226	1	376	0.0	20	1
360	8	1	COCO_val2014_000000005617	1	13	0.0	20	1
368	8	1	COCO_val2014_000000209824	1	374	0.0	20	1
376	8	1	COCO_val2014_000000457834	1	774	0.0	20	1
384	8	1	COCO_val2014_000000099736	1	172	0.0	20	1
392	8	1	COCO_val2014_000000122934	1	213	0.0	20	1
400	8	1	COCO_val2014_000000097667	1	168	0.0	20	1
408	8	1	COCO_val2014_000000357586	1	621	0.0	20	1
416	8	1	COCO_val2014_000000047648	1	87	0.0	20	1
424	8	1	COCO_val2014_000000427041	1	737	0.0	20	1
432	8	1	COCO_val2014_000000026992	1	46	0.0	20	1
440	8	1	COCO_val2014_000000174198	1	304	0.0	20	1
448	8	2	COCO_val2014_000000174198	1	304	451.23733533199993	20	1
456	8	1	COCO_val2014_000000575110	1	981	0.0	20	1
464	8	1	COCO_val2014_000000563723	1	957	0.0	20	1
472	6	-2	n/a	n/a	n/a	0.0	20	1
