onset	duration	trial_type	stimulus_name	category_index	image_index	response_time	original_run_number
0	32	-1	n/a	n/a	n/a	0.0	38
32	8	1	n02068974_4884	1	7	0.0	38
40	8	1	abuttingLine002_linespace_1p2_angle_000_045diag_pos	2	40	0.0	38
48	8	1	n03472535_4645	1	27	0.0	38
56	8	1	abuttingLine003_linespace_1p2_angle_000_135diag	2	41	63.161333304000436	38
64	8	1	n03483823_8150	1	29	0.0	38
72	8	1	abuttingLine005_linespace_1p2_angle_000_vline	2	43	0.0	38
80	8	1	n02882647_18337	1	20	0.0	38
88	8	1	neonVarinImg001_IllusSurf_alpha_0p7_sat_0p3_bgray	2	71	0.0	38
96	8	1	n04297750_25624	1	36	0.0	38
104	8	1	fillingin002_small_unionjack_lumi0p3_sat0p8_disconnected	2	60	0.0	38
112	8	1	n01943899_24131	1	4	0.0	38
120	8	1	neonVarinImg004_Disk_alpha_0p7_sat_0p3_bgray	2	74	0.0	38
128	8	2	neonVarinImg004_Disk_alpha_0p7_sat_0p3_bgray	2	74	129.63989305699943	38
136	8	1	n04587559_13463	1	37	0.0	38
144	8	1	fillingin010_large_cross_lumi0p3_sat0p7_connected	2	68	0.0	38
152	8	1	origImg_181	1	38	0.0	38
160	8	1	neonVarinImg003_Kanizsa_alpha_0p7_sat_0p3_bgray	2	73	0.0	38
168	8	1	n02951358_23759	1	21	0.0	38
176	8	1	abuttingLine016_linespace_2p4_angle_090_hline_pos	2	54	0.0	38
184	8	1	n03743279_13788	1	30	0.0	38
192	8	2	n03743279_13788	1	30	193.63641655500396	38
200	8	1	abuttingLine006_linespace_1p2_angle_000_vline_pos	2	44	0.0	38
208	8	1	n02843158_4722	1	18	0.0	38
216	8	1	abuttingLine019_linespace_6_angle_090_hline	2	57	0.0	38
224	8	1	n01944390_20670	1	5	0.0	38
232	8	1	abuttingLine009_linespace_1p2_angle_090_135diag	2	47	0.0	38
240	8	2	abuttingLine009_linespace_1p2_angle_090_135diag	2	47	241.63745463801024	38
248	8	1	n02974003_9408	1	22	0.0	38
256	8	1	abuttingLine014_linespace_2p4_angle_000_vline_pos	2	52	0.0	38
264	8	1	n02799175_11275	1	15	0.0	38
272	8	1	abuttingLine013_linespace_2p4_angle_000_vline	2	51	0.0	38
280	8	1	n03455488_28622	1	26	0.0	38
288	8	1	abuttingLine018_linespace_6_angle_000_vline_pos	2	56	0.0	38
296	8	1	n03063599_4177	1	23	0.0	38
304	8	1	fillingin006_large_unionjack_lumi0p3_sat0p8_uniform	2	64	0.0	38
312	8	1	n04252077_10859	1	35	0.0	38
320	8	1	abuttingLine008_linespace_1p2_angle_090_045diag_pos	2	46	0.0	38
328	8	1	n02005790_9371	1	6	0.0	38
336	8	1	fillingin008_small_cross_lumi0p3_sat0p7_disconnected	2	66	0.0	38
344	8	1	n02346627_13993	1	8	0.0	38
352	8	2	n02346627_13993	1	8	353.6343611290067	38
360	8	1	abuttingLine017_linespace_6_angle_000_vline	2	55	0.0	38
368	6	-2	n/a	n/a	n/a	0.0	38
