onset	duration	trial_type	stimulus_name	category_index	image_index	response_time	train	test
0	32	-1	n/a	n/a	n/a	0.0	1	0
32	8	1	glass_moderate_012_new	3	212	0.0	1	0
40	8	1	plastic_moderate_005_new	7	605	0.0	1	0
48	8	1	leather_moderate_042_new	4	342	0.0	1	0
56	8	2	leather_moderate_042_new	4	342	57.03044452983886	1	0
64	8	1	fabric_moderate_026_new	1	26	0.0	1	0
72	8	1	fabric_moderate_019_new	1	19	0.0	1	0
80	8	1	paper_object_022_new	6	572	0.0	1	0
88	8	2	paper_object_022_new	6	572	89.02874285192229	1	0
96	8	1	metal_object_032_new	5	482	0.0	1	0
104	8	1	plastic_object_045_new	7	695	0.0	1	0
112	8	1	paper_object_038_new	6	588	0.0	1	0
120	8	1	fabric_moderate_049_new	1	49	0.0	1	0
128	8	1	foliage_final_066_new	2	166	0.0	1	0
136	8	1	plastic_moderate_032_new	7	632	0.0	1	0
144	8	1	stone_moderate_001_new	8	701	0.0	1	0
152	8	2	stone_moderate_001_new	8	701	153.0416698048357	1	0
160	8	1	paper_moderate_002_new	6	502	0.0	1	0
168	8	1	plastic_object_046_new	7	696	0.0	1	0
176	8	1	leather_object_027_new	4	377	0.0	1	0
184	8	1	water_moderate_038_new	9	838	0.0	1	0
192	8	1	plastic_moderate_019_new	7	619	0.0	1	0
200	8	1	metal_moderate_025_new	5	425	0.0	1	0
208	8	1	wood_object_022_new	10	972	0.0	1	0
216	8	1	stone_object_001_new	8	751	0.0	1	0
224	8	2	stone_object_001_new	8	751	225.03853954095393	1	0
232	8	1	metal_object_017_new	5	467	0.0	1	0
240	8	1	leather_moderate_019_new	4	319	0.0	1	0
248	8	1	foliage_final_011_new	2	111	0.0	1	0
256	8	1	glass_object_047_new	3	297	0.0	1	0
264	8	1	wood_object_019_new	10	969	0.0	1	0
272	8	1	leather_moderate_030_new	4	330	0.0	1	0
280	8	1	glass_object_016_new	3	266	0.0	1	0
288	8	2	glass_object_016_new	3	266	289.03441324387677	1	0
296	8	1	fabric_moderate_033_new	1	33	0.0	1	0
304	8	1	paper_moderate_026_new	6	526	0.0	1	0
312	8	1	water_moderate_013_new	9	813	0.0	1	0
320	8	1	water_moderate_031_new	9	831	0.0	1	0
328	8	1	fabric_moderate_017_new	1	17	0.0	1	0
336	8	1	stone_object_002_new	8	752	0.0	1	0
344	8	1	wood_object_030_new	10	980	0.0	1	0
352	8	1	metal_object_034_new	5	484	0.0	1	0
360	8	1	foliage_final_077_new	2	177	0.0	1	0
368	8	1	stone_object_028_new	8	778	0.0	1	0
376	8	1	glass_object_034_new	3	284	0.0	1	0
384	8	1	water_object_014_new	9	864	0.0	1	0
392	8	1	foliage_final_003_new	2	103	0.0	1	0
400	8	1	wood_moderate_002_new	10	902	0.0	1	0
408	8	1	wood_moderate_036_new	10	936	0.0	1	0
416	8	1	paper_object_005_new	6	555	0.0	1	0
424	8	1	stone_object_035_new	8	785	0.0	1	0
432	8	1	leather_moderate_034_new	4	334	0.0	1	0
440	8	1	water_object_023_new	9	873	0.0	1	0
448	8	1	glass_moderate_019_new	3	219	0.0	1	0
456	8	1	metal_object_037_new	5	487	0.0	1	0
464	8	1	foliage_final_056_new	2	156	0.0	1	0
472	6	-2	n/a	n/a	n/a	0.0	1	0
