onset	duration	trial_type	stimulus_name	category_index	image_index	response_time	train	test
0	32	-1	n/a	n/a	n/a	0.0	1	0
32	8	1	plastic_object_004_new	7	654	0.0	1	0
40	8	1	wood_moderate_042_new	10	942	0.0	1	0
48	8	1	glass_object_009_new	3	259	0.0	1	0
56	8	1	paper_object_010_new	6	560	0.0	1	0
64	8	1	plastic_moderate_036_new	7	636	0.0	1	0
72	8	1	fabric_object_015_new	1	65	0.0	1	0
80	8	2	fabric_object_015_new	1	65	81.03671177919023	1	0
88	8	1	fabric_object_047_new	1	97	0.0	1	0
96	8	2	fabric_object_047_new	1	97	97.0355893401429	1	0
104	8	1	metal_object_024_new	5	474	0.0	1	0
112	8	1	leather_moderate_048_new	4	348	0.0	1	0
120	8	1	metal_moderate_015_new	5	415	0.0	1	0
128	8	1	fabric_object_016_new	1	66	0.0	1	0
136	8	1	glass_object_002_new	3	252	0.0	1	0
144	8	1	paper_object_039_new	6	589	0.0	1	0
152	8	1	foliage_final_060_new	2	160	0.0	1	0
160	8	1	fabric_object_031_new	1	81	0.0	1	0
168	8	1	metal_moderate_040_new	5	440	0.0	1	0
176	8	1	water_moderate_004_new	9	804	0.0	1	0
184	8	1	water_object_026_new	9	876	0.0	1	0
192	8	1	glass_object_041_new	3	291	0.0	1	0
200	8	1	foliage_final_081_new	2	181	0.0	1	0
208	8	1	glass_moderate_032_new	3	232	0.0	1	0
216	8	1	stone_object_048_new	8	798	0.0	1	0
224	8	1	stone_moderate_017_new	8	717	0.0	1	0
232	8	1	wood_moderate_025_new	10	925	0.0	1	0
240	8	1	leather_moderate_003_new	4	303	0.0	1	0
248	8	1	wood_moderate_006_new	10	906	0.0	1	0
256	8	1	stone_object_014_new	8	764	0.0	1	0
264	8	1	plastic_moderate_001_new	7	601	0.0	1	0
272	8	2	plastic_moderate_001_new	7	601	273.0424651710782	1	0
280	8	1	wood_object_006_new	10	956	0.0	1	0
288	8	1	plastic_object_041_new	7	691	0.0	1	0
296	8	1	plastic_moderate_003_new	7	603	0.0	1	0
304	8	1	foliage_final_074_new	2	174	0.0	1	0
312	8	1	foliage_final_048_new	2	148	0.0	1	0
320	8	1	water_moderate_008_new	9	808	0.0	1	0
328	8	1	foliage_final_028_new	2	128	0.0	1	0
336	8	1	leather_moderate_031_new	4	331	0.0	1	0
344	8	1	paper_moderate_025_new	6	525	0.0	1	0
352	8	1	paper_object_023_new	6	573	0.0	1	0
360	8	1	glass_moderate_040_new	3	240	0.0	1	0
368	8	1	wood_moderate_034_new	10	934	0.0	1	0
376	8	1	water_object_019_new	9	869	0.0	1	0
384	8	1	leather_moderate_045_new	4	345	0.0	1	0
392	8	1	fabric_object_048_new	1	98	0.0	1	0
400	8	1	leather_object_028_new	4	378	0.0	1	0
408	8	1	metal_object_010_new	5	460	0.0	1	0
416	8	2	metal_object_010_new	5	460	417.0348739181645	1	0
424	8	1	water_moderate_019_new	9	819	0.0	1	0
432	8	1	metal_moderate_008_new	5	408	0.0	1	0
440	8	2	metal_moderate_008_new	5	408	441.03444996406324	1	0
448	8	1	stone_object_029_new	8	779	0.0	1	0
456	8	1	stone_moderate_029_new	8	729	0.0	1	0
464	8	1	paper_moderate_035_new	6	535	0.0	1	0
472	6	-2	n/a	n/a	n/a	0.0	1	0
