onset	duration	trial_type	stimulus_name	category_index	image_index	response_time	train	test
0	32	-1	n/a	n/a	n/a	0.0	1	0
32	8	1	wood_moderate_001_new	10	901	0.0	1	0
40	8	2	wood_moderate_001_new	10	901	41.04355380195193	1	0
48	8	1	fabric_object_019_new	1	69	0.0	1	0
56	8	2	fabric_object_019_new	1	69	57.04243756807409	1	0
64	8	1	glass_object_004_new	3	254	0.0	1	0
72	8	1	paper_moderate_007_new	6	507	0.0	1	0
80	8	1	stone_moderate_016_new	8	716	0.0	1	0
88	8	1	wood_object_029_new	10	979	0.0	1	0
96	8	1	paper_object_044_new	6	594	0.0	1	0
104	8	1	metal_moderate_045_new	5	445	0.0	1	0
112	8	1	fabric_moderate_020_new	1	20	0.0	1	0
120	8	1	paper_moderate_001_new	6	501	0.0	1	0
128	8	1	plastic_object_023_new	7	673	0.0	1	0
136	8	1	wood_moderate_020_new	10	920	0.0	1	0
144	8	1	glass_moderate_015_new	3	215	0.0	1	0
152	8	1	leather_moderate_040_new	4	340	0.0	1	0
160	8	1	stone_moderate_023_new	8	723	0.0	1	0
168	8	1	wood_object_020_new	10	970	0.0	1	0
176	8	1	metal_moderate_012_new	5	412	0.0	1	0
184	8	1	leather_object_050_new	4	400	0.0	1	0
192	8	1	glass_moderate_020_new	3	220	0.0	1	0
200	8	1	glass_object_024_new	3	274	0.0	1	0
208	8	1	foliage_final_034_new	2	134	0.0	1	0
216	8	1	metal_moderate_039_new	5	439	0.0	1	0
224	8	1	water_moderate_044_new	9	844	0.0	1	0
232	8	1	water_moderate_021_new	9	821	0.0	1	0
240	8	1	leather_moderate_008_new	4	308	0.0	1	0
248	8	1	plastic_moderate_010_new	7	610	0.0	1	0
256	8	1	fabric_object_041_new	1	91	0.0	1	0
264	8	1	plastic_moderate_020_new	7	620	0.0	1	0
272	8	1	fabric_moderate_040_new	1	40	0.0	1	0
280	8	1	paper_moderate_034_new	6	534	0.0	1	0
288	8	2	paper_moderate_034_new	6	534	289.03048419603147	1	0
296	8	1	water_moderate_001_new	9	801	0.0	1	0
304	8	1	foliage_final_016_new	2	116	0.0	1	0
312	8	1	stone_moderate_032_new	8	732	0.0	1	0
320	8	1	stone_object_020_new	8	770	0.0	1	0
328	8	1	plastic_object_040_new	7	690	0.0	1	0
336	8	1	foliage_final_006_new	2	106	0.0	1	0
344	8	1	foliage_final_021_new	2	121	0.0	1	0
352	8	1	stone_object_024_new	8	774	0.0	1	0
360	8	2	stone_object_024_new	8	774	361.04383737710305	1	0
368	8	1	plastic_moderate_011_new	7	611	0.0	1	0
376	8	1	metal_moderate_026_new	5	426	0.0	1	0
384	8	1	water_object_021_new	9	871	0.0	1	0
392	8	1	leather_object_038_new	4	388	0.0	1	0
400	8	1	water_object_034_new	9	884	0.0	1	0
408	8	1	foliage_final_037_new	2	137	0.0	1	0
416	8	1	wood_moderate_029_new	10	929	0.0	1	0
424	8	1	metal_moderate_022_new	5	422	0.0	1	0
432	8	1	glass_moderate_004_new	3	204	0.0	1	0
440	8	1	paper_object_015_new	6	565	0.0	1	0
448	8	2	paper_object_015_new	6	565	449.0396256640088	1	0
456	8	1	leather_moderate_004_new	4	304	0.0	1	0
464	8	1	fabric_moderate_021_new	1	21	0.0	1	0
472	6	-2	n/a	n/a	n/a	0.0	1	0
